(30, 'dog', 'htgtrseee')
(40, 'patient', 'grl')
(41, 'dog', 'htgtrseee')
(41, 'dog', 'oogggggsa')
(41, 'dog', 'gfererrrr')
(41, 'dog', 'mnnaaarfda')
(41, 'dog', 'sra')
(41, 'dog', 'grl')
(41, 'cat', 'htgtrseee')
(41, 'cat', 'oogggggsa')
(41, 'cat', 'gfererrrr')
(41, 'cat', 'mnnaaarfda')
(41, 'cat', 'sra')
(41, 'cat', 'grl')
(41, 'airplane', 'htgtrseee')
(41, 'airplane', 'oogggggsa')
(41, 'airplane', 'gfererrrr')
(41, 'airplane', 'mnnaaarfda')
(41, 'airplane', 'sra')
(41, 'airplane', 'grl')
(41, 'car', 'htgtrseee')
(41, 'car', 'oogggggsa')
(41, 'car', 'gfererrrr')
(41, 'car', 'mnnaaarfda')
(41, 'car', 'sra')
(41, 'car', 'grl')
(41, 'tree', 'htgtrseee')
(41, 'tree', 'oogggggsa')
(41, 'tree', 'gfererrrr')
(41, 'tree', 'mnnaaarfda')
(41, 'tree', 'sra')
(41, 'tree', 'grl')
(41, 'lecturer', 'htgtrseee')
(41, 'lecturer', 'oogggggsa')
(41, 'lecturer', 'gfererrrr')
(41, 'lecturer', 'mnnaaarfda')
(41, 'lecturer', 'sra')
(41, 'lecturer', 'grl')
(41, 'nurse', 'htgtrseee')
(41, 'nurse', 'oogggggsa')
(41, 'nurse', 'gfererrrr')
(41, 'nurse', 'mnnaaarfda')
(41, 'nurse', 'sra')
(41, 'nurse', 'grl')
(41, 'doctor', 'htgtrseee')
(41, 'doctor', 'oogggggsa')
(41, 'doctor', 'gfererrrr')
(41, 'doctor', 'mnnaaarfda')
(41, 'doctor', 'sra')
(41, 'doctor', 'grl')
(41, 'hospital', 'htgtrseee')
(41, 'hospital', 'oogggggsa')
(41, 'hospital', 'gfererrrr')
(41, 'hospital', 'mnnaaarfda')
(41, 'hospital', 'sra')
(41, 'hospital', 'grl')
(41, 'surgeon', 'htgtrseee')
(41, 'surgeon', 'oogggggsa')
(41, 'surgeon', 'gfererrrr')
(41, 'surgeon', 'mnnaaarfda')
(41, 'surgeon', 'sra')
(41, 'surgeon', 'grl')
(41, 'bandage', 'htgtrseee')
(41, 'bandage', 'oogggggsa')
(41, 'bandage', 'gfererrrr')
(41, 'bandage', 'mnnaaarfda')
(41, 'bandage', 'sra')
(41, 'bandage', 'grl')
(41, 'patient', 'htgtrseee')
(41, 'patient', 'oogggggsa')
(41, 'patient', 'gfererrrr')
(41, 'patient', 'mnnaaarfda')
(41, 'patient', 'sra')
(41, 'patient', 'grl')
(42, 'dog', 'htgtrseee')
(42, 'dog', 'oogggggsa')
(42, 'dog', 'gfererrrr')
(42, 'dog', 'mnnaaarfda')
(42, 'dog', 'sra')
(42, 'dog', 'grl')
(42, 'cat', 'htgtrseee')
(42, 'cat', 'oogggggsa')
(42, 'cat', 'gfererrrr')
(42, 'cat', 'mnnaaarfda')
(42, 'cat', 'sra')
(42, 'cat', 'grl')
(42, 'airplane', 'htgtrseee')
(42, 'airplane', 'oogggggsa')
(42, 'airplane', 'gfererrrr')
(42, 'airplane', 'mnnaaarfda')
(42, 'airplane', 'sra')
(42, 'airplane', 'grl')
(42, 'car', 'htgtrseee')
(42, 'car', 'oogggggsa')
(42, 'car', 'gfererrrr')
(42, 'car', 'mnnaaarfda')
(42, 'car', 'sra')
(42, 'car', 'grl')
(42, 'tree', 'htgtrseee')
(42, 'tree', 'oogggggsa')
(42, 'tree', 'gfererrrr')
(42, 'tree', 'mnnaaarfda')
(42, 'tree', 'sra')
(42, 'tree', 'grl')
(42, 'lecturer', 'htgtrseee')
(42, 'lecturer', 'oogggggsa')
(42, 'lecturer', 'gfererrrr')
(42, 'lecturer', 'mnnaaarfda')
(42, 'lecturer', 'sra')
(42, 'lecturer', 'grl')
(42, 'nurse', 'htgtrseee')
(42, 'nurse', 'oogggggsa')
(42, 'nurse', 'gfererrrr')
(42, 'nurse', 'mnnaaarfda')
(42, 'nurse', 'sra')
(42, 'nurse', 'grl')
(42, 'doctor', 'htgtrseee')
(42, 'doctor', 'oogggggsa')
(42, 'doctor', 'gfererrrr')
(42, 'doctor', 'mnnaaarfda')
(42, 'doctor', 'sra')
(42, 'doctor', 'grl')
(42, 'hospital', 'htgtrseee')
(42, 'hospital', 'oogggggsa')
(42, 'hospital', 'gfererrrr')
(42, 'hospital', 'mnnaaarfda')
(42, 'hospital', 'sra')
(42, 'hospital', 'grl')
(42, 'surgeon', 'htgtrseee')
(42, 'surgeon', 'oogggggsa')
(42, 'surgeon', 'gfererrrr')
(42, 'surgeon', 'mnnaaarfda')
(42, 'surgeon', 'sra')
(42, 'surgeon', 'grl')
(42, 'bandage', 'htgtrseee')
(42, 'bandage', 'oogggggsa')
(42, 'bandage', 'gfererrrr')
(42, 'bandage', 'mnnaaarfda')
(42, 'bandage', 'sra')
(42, 'bandage', 'grl')
(42, 'patient', 'htgtrseee')
(42, 'patient', 'oogggggsa')
(42, 'patient', 'gfererrrr')
(42, 'patient', 'mnnaaarfda')
(42, 'patient', 'sra')
(42, 'patient', 'grl')
(43, 'dog', 'htgtrseee')
(43, 'dog', 'oogggggsa')
(43, 'dog', 'gfererrrr')
(43, 'dog', 'mnnaaarfda')
(43, 'dog', 'sra')
(43, 'dog', 'grl')
(43, 'cat', 'htgtrseee')
(43, 'cat', 'oogggggsa')
(43, 'cat', 'gfererrrr')
(43, 'cat', 'mnnaaarfda')
(43, 'cat', 'sra')
(43, 'cat', 'grl')
(43, 'airplane', 'htgtrseee')
(43, 'airplane', 'oogggggsa')
(43, 'airplane', 'gfererrrr')
(43, 'airplane', 'mnnaaarfda')
(43, 'airplane', 'sra')
(43, 'airplane', 'grl')
(43, 'car', 'htgtrseee')
(43, 'car', 'oogggggsa')
(43, 'car', 'gfererrrr')
(43, 'car', 'mnnaaarfda')
(43, 'car', 'sra')
(43, 'car', 'grl')
(43, 'tree', 'htgtrseee')
(43, 'tree', 'oogggggsa')
(43, 'tree', 'gfererrrr')
(43, 'tree', 'mnnaaarfda')
(43, 'tree', 'sra')
(43, 'tree', 'grl')
(43, 'lecturer', 'htgtrseee')
(43, 'lecturer', 'oogggggsa')
(43, 'lecturer', 'gfererrrr')
(43, 'lecturer', 'mnnaaarfda')
(43, 'lecturer', 'sra')
(43, 'lecturer', 'grl')
(43, 'nurse', 'htgtrseee')
(43, 'nurse', 'oogggggsa')
(43, 'nurse', 'gfererrrr')
(43, 'nurse', 'mnnaaarfda')
(43, 'nurse', 'sra')
(43, 'nurse', 'grl')
(43, 'doctor', 'htgtrseee')
(43, 'doctor', 'oogggggsa')
(43, 'doctor', 'gfererrrr')
(43, 'doctor', 'mnnaaarfda')
(43, 'doctor', 'sra')
(43, 'doctor', 'grl')
(43, 'hospital', 'htgtrseee')
(43, 'hospital', 'oogggggsa')
(43, 'hospital', 'gfererrrr')
(43, 'hospital', 'mnnaaarfda')
(43, 'hospital', 'sra')
(43, 'hospital', 'grl')
(43, 'surgeon', 'htgtrseee')
(43, 'surgeon', 'oogggggsa')
(43, 'surgeon', 'gfererrrr')
(43, 'surgeon', 'mnnaaarfda')
(43, 'surgeon', 'sra')
(43, 'surgeon', 'grl')
(43, 'bandage', 'htgtrseee')
(43, 'bandage', 'oogggggsa')
(43, 'bandage', 'gfererrrr')
(43, 'bandage', 'mnnaaarfda')
(43, 'bandage', 'sra')
(43, 'bandage', 'grl')
(43, 'patient', 'htgtrseee')
(43, 'patient', 'oogggggsa')
(43, 'patient', 'gfererrrr')
(43, 'patient', 'mnnaaarfda')
(43, 'patient', 'sra')
(43, 'patient', 'grl')
(44, 'dog', 'htgtrseee')
(44, 'dog', 'oogggggsa')
(44, 'dog', 'gfererrrr')
(44, 'dog', 'mnnaaarfda')
(44, 'dog', 'sra')
(44, 'dog', 'grl')
(44, 'cat', 'htgtrseee')
(44, 'cat', 'oogggggsa')
(44, 'cat', 'gfererrrr')
(44, 'cat', 'mnnaaarfda')
(44, 'cat', 'sra')
(44, 'cat', 'grl')
(44, 'airplane', 'htgtrseee')
(44, 'airplane', 'oogggggsa')
(44, 'airplane', 'gfererrrr')
(44, 'airplane', 'mnnaaarfda')
(44, 'airplane', 'sra')
(44, 'airplane', 'grl')
(44, 'car', 'htgtrseee')
(44, 'car', 'oogggggsa')
(44, 'car', 'gfererrrr')
(44, 'car', 'mnnaaarfda')
(44, 'car', 'sra')
(44, 'car', 'grl')
(44, 'tree', 'htgtrseee')
(44, 'tree', 'oogggggsa')
(44, 'tree', 'gfererrrr')
(44, 'tree', 'mnnaaarfda')
(44, 'tree', 'sra')
(44, 'tree', 'grl')
(44, 'lecturer', 'htgtrseee')
(44, 'lecturer', 'oogggggsa')
(44, 'lecturer', 'gfererrrr')
(44, 'lecturer', 'mnnaaarfda')
(44, 'lecturer', 'sra')
(44, 'lecturer', 'grl')
(44, 'nurse', 'htgtrseee')
(44, 'nurse', 'oogggggsa')
(44, 'nurse', 'gfererrrr')
(44, 'nurse', 'mnnaaarfda')
(44, 'nurse', 'sra')
(44, 'nurse', 'grl')
(44, 'doctor', 'htgtrseee')
(44, 'doctor', 'oogggggsa')
(44, 'doctor', 'gfererrrr')
(44, 'doctor', 'mnnaaarfda')
(44, 'doctor', 'sra')
(44, 'doctor', 'grl')
(44, 'hospital', 'htgtrseee')
(44, 'hospital', 'oogggggsa')
(44, 'hospital', 'gfererrrr')
(44, 'hospital', 'mnnaaarfda')
(44, 'hospital', 'sra')
(44, 'hospital', 'grl')
(44, 'surgeon', 'htgtrseee')
(44, 'surgeon', 'oogggggsa')
(44, 'surgeon', 'gfererrrr')
(44, 'surgeon', 'mnnaaarfda')
(44, 'surgeon', 'sra')
(44, 'surgeon', 'grl')
(44, 'bandage', 'htgtrseee')
(44, 'bandage', 'oogggggsa')
(44, 'bandage', 'gfererrrr')
(44, 'bandage', 'mnnaaarfda')
(44, 'bandage', 'sra')
(44, 'bandage', 'grl')
(44, 'patient', 'htgtrseee')
(44, 'patient', 'oogggggsa')
(44, 'patient', 'gfererrrr')
(44, 'patient', 'mnnaaarfda')
(44, 'patient', 'sra')
(44, 'patient', 'grl')
(45, 'dog', 'htgtrseee')
(45, 'dog', 'oogggggsa')
(45, 'dog', 'gfererrrr')
(45, 'dog', 'mnnaaarfda')
(45, 'dog', 'sra')
(45, 'dog', 'grl')
(45, 'cat', 'htgtrseee')
(45, 'cat', 'oogggggsa')
(45, 'cat', 'gfererrrr')
(45, 'cat', 'mnnaaarfda')
(45, 'cat', 'sra')
(45, 'cat', 'grl')
(45, 'airplane', 'htgtrseee')
(45, 'airplane', 'oogggggsa')
(45, 'airplane', 'gfererrrr')
(45, 'airplane', 'mnnaaarfda')
(45, 'airplane', 'sra')
(45, 'airplane', 'grl')
(45, 'car', 'htgtrseee')
(45, 'car', 'oogggggsa')
(45, 'car', 'gfererrrr')
(45, 'car', 'mnnaaarfda')
(45, 'car', 'sra')
(45, 'car', 'grl')
(45, 'tree', 'htgtrseee')
(45, 'tree', 'oogggggsa')
(45, 'tree', 'gfererrrr')
(45, 'tree', 'mnnaaarfda')
(45, 'tree', 'sra')
(45, 'tree', 'grl')
(45, 'lecturer', 'htgtrseee')
(45, 'lecturer', 'oogggggsa')
(45, 'lecturer', 'gfererrrr')
(45, 'lecturer', 'mnnaaarfda')
(45, 'lecturer', 'sra')
(45, 'lecturer', 'grl')
(45, 'nurse', 'htgtrseee')
(45, 'nurse', 'oogggggsa')
(45, 'nurse', 'gfererrrr')
(45, 'nurse', 'mnnaaarfda')
(45, 'nurse', 'sra')
(45, 'nurse', 'grl')
(45, 'doctor', 'htgtrseee')
(45, 'doctor', 'oogggggsa')
(45, 'doctor', 'gfererrrr')
(45, 'doctor', 'mnnaaarfda')
(45, 'doctor', 'sra')
(45, 'doctor', 'grl')
(45, 'hospital', 'htgtrseee')
(45, 'hospital', 'oogggggsa')
(45, 'hospital', 'gfererrrr')
(45, 'hospital', 'mnnaaarfda')
(45, 'hospital', 'sra')
(45, 'hospital', 'grl')
(45, 'surgeon', 'htgtrseee')
(45, 'surgeon', 'oogggggsa')
(45, 'surgeon', 'gfererrrr')
(45, 'surgeon', 'mnnaaarfda')
(45, 'surgeon', 'sra')
(45, 'surgeon', 'grl')
(45, 'bandage', 'htgtrseee')
(45, 'bandage', 'oogggggsa')
(45, 'bandage', 'gfererrrr')
(45, 'bandage', 'mnnaaarfda')
(45, 'bandage', 'sra')
(45, 'bandage', 'grl')
(45, 'patient', 'htgtrseee')
(45, 'patient', 'oogggggsa')
(45, 'patient', 'gfererrrr')
(45, 'patient', 'mnnaaarfda')
(45, 'patient', 'sra')
(45, 'patient', 'grl')
(46, 'dog', 'htgtrseee')
(46, 'dog', 'oogggggsa')
(46, 'dog', 'gfererrrr')
(46, 'dog', 'mnnaaarfda')
(46, 'dog', 'sra')
(46, 'dog', 'grl')
(46, 'cat', 'htgtrseee')
(46, 'cat', 'oogggggsa')
(46, 'cat', 'gfererrrr')
(46, 'cat', 'mnnaaarfda')
(46, 'cat', 'sra')
(46, 'cat', 'grl')
(46, 'airplane', 'htgtrseee')
(46, 'airplane', 'oogggggsa')
(46, 'airplane', 'gfererrrr')
(46, 'airplane', 'mnnaaarfda')
(46, 'airplane', 'sra')
(46, 'airplane', 'grl')
(46, 'car', 'htgtrseee')
(46, 'car', 'oogggggsa')
(46, 'car', 'gfererrrr')
(46, 'car', 'mnnaaarfda')
(46, 'car', 'sra')
(46, 'car', 'grl')
(46, 'tree', 'htgtrseee')
(46, 'tree', 'oogggggsa')
(46, 'tree', 'gfererrrr')
(46, 'tree', 'mnnaaarfda')
(46, 'tree', 'sra')
(46, 'tree', 'grl')
(46, 'lecturer', 'htgtrseee')
(46, 'lecturer', 'oogggggsa')
(46, 'lecturer', 'gfererrrr')
(46, 'lecturer', 'mnnaaarfda')
(46, 'lecturer', 'sra')
(46, 'lecturer', 'grl')
(46, 'nurse', 'htgtrseee')
(46, 'nurse', 'oogggggsa')
(46, 'nurse', 'gfererrrr')
(46, 'nurse', 'mnnaaarfda')
(46, 'nurse', 'sra')
(46, 'nurse', 'grl')
(46, 'doctor', 'htgtrseee')
(46, 'doctor', 'oogggggsa')
(46, 'doctor', 'gfererrrr')
(46, 'doctor', 'mnnaaarfda')
(46, 'doctor', 'sra')
(46, 'doctor', 'grl')
(46, 'hospital', 'htgtrseee')
(46, 'hospital', 'oogggggsa')
(46, 'hospital', 'gfererrrr')
(46, 'hospital', 'mnnaaarfda')
(46, 'hospital', 'sra')
(46, 'hospital', 'grl')
(46, 'surgeon', 'htgtrseee')
(46, 'surgeon', 'oogggggsa')
(46, 'surgeon', 'gfererrrr')
(46, 'surgeon', 'mnnaaarfda')
(46, 'surgeon', 'sra')
(46, 'surgeon', 'grl')
(46, 'bandage', 'htgtrseee')
(46, 'bandage', 'oogggggsa')
(46, 'bandage', 'gfererrrr')
(46, 'bandage', 'mnnaaarfda')
(46, 'bandage', 'sra')
(46, 'bandage', 'grl')
(46, 'patient', 'htgtrseee')
(46, 'patient', 'oogggggsa')
(46, 'patient', 'gfererrrr')
(46, 'patient', 'mnnaaarfda')
(46, 'patient', 'sra')
(46, 'patient', 'grl')
(47, 'dog', 'htgtrseee')
(47, 'dog', 'oogggggsa')
(47, 'dog', 'gfererrrr')
(47, 'dog', 'mnnaaarfda')
(47, 'dog', 'sra')
(47, 'dog', 'grl')
(47, 'cat', 'htgtrseee')
(47, 'cat', 'oogggggsa')
(47, 'cat', 'gfererrrr')
(47, 'cat', 'mnnaaarfda')
(47, 'cat', 'sra')
(47, 'cat', 'grl')
(47, 'airplane', 'htgtrseee')
(47, 'airplane', 'oogggggsa')
(47, 'airplane', 'gfererrrr')
(47, 'airplane', 'mnnaaarfda')
(47, 'airplane', 'sra')
(47, 'airplane', 'grl')
(47, 'car', 'htgtrseee')
(47, 'car', 'oogggggsa')
(47, 'car', 'gfererrrr')
(47, 'car', 'mnnaaarfda')
(47, 'car', 'sra')
(47, 'car', 'grl')
(47, 'tree', 'htgtrseee')
(47, 'tree', 'oogggggsa')
(47, 'tree', 'gfererrrr')
(47, 'tree', 'mnnaaarfda')
(47, 'tree', 'sra')
(47, 'tree', 'grl')
(47, 'lecturer', 'htgtrseee')
(47, 'lecturer', 'oogggggsa')
(47, 'lecturer', 'gfererrrr')
(47, 'lecturer', 'mnnaaarfda')
(47, 'lecturer', 'sra')
(47, 'lecturer', 'grl')
(47, 'nurse', 'htgtrseee')
(47, 'nurse', 'oogggggsa')
(47, 'nurse', 'gfererrrr')
(47, 'nurse', 'mnnaaarfda')
(47, 'nurse', 'sra')
(47, 'nurse', 'grl')
(47, 'doctor', 'htgtrseee')
(47, 'doctor', 'oogggggsa')
(47, 'doctor', 'gfererrrr')
(47, 'doctor', 'mnnaaarfda')
(47, 'doctor', 'sra')
(47, 'doctor', 'grl')
(47, 'hospital', 'htgtrseee')
(47, 'hospital', 'oogggggsa')
(47, 'hospital', 'gfererrrr')
(47, 'hospital', 'mnnaaarfda')
(47, 'hospital', 'sra')
(47, 'hospital', 'grl')
(47, 'surgeon', 'htgtrseee')
(47, 'surgeon', 'oogggggsa')
(47, 'surgeon', 'gfererrrr')
(47, 'surgeon', 'mnnaaarfda')
(47, 'surgeon', 'sra')
(47, 'surgeon', 'grl')
(47, 'bandage', 'htgtrseee')
(47, 'bandage', 'oogggggsa')
(47, 'bandage', 'gfererrrr')
(47, 'bandage', 'mnnaaarfda')
(47, 'bandage', 'sra')
(47, 'bandage', 'grl')
(47, 'patient', 'htgtrseee')
(47, 'patient', 'oogggggsa')
(47, 'patient', 'gfererrrr')
(47, 'patient', 'mnnaaarfda')
(47, 'patient', 'sra')
(47, 'patient', 'grl')
(48, 'dog', 'htgtrseee')
(48, 'dog', 'oogggggsa')
(48, 'dog', 'gfererrrr')
(48, 'dog', 'mnnaaarfda')
(48, 'dog', 'sra')
(48, 'dog', 'grl')
(48, 'cat', 'htgtrseee')
(48, 'cat', 'oogggggsa')
(48, 'cat', 'gfererrrr')
(48, 'cat', 'mnnaaarfda')
(48, 'cat', 'sra')
(48, 'cat', 'grl')
(48, 'airplane', 'htgtrseee')
(48, 'airplane', 'oogggggsa')
(48, 'airplane', 'gfererrrr')
(48, 'airplane', 'mnnaaarfda')
(48, 'airplane', 'sra')
(48, 'airplane', 'grl')
(48, 'car', 'htgtrseee')
(48, 'car', 'oogggggsa')
(48, 'car', 'gfererrrr')
(48, 'car', 'mnnaaarfda')
(48, 'car', 'sra')
(48, 'car', 'grl')
(48, 'tree', 'htgtrseee')
(48, 'tree', 'oogggggsa')
(48, 'tree', 'gfererrrr')
(48, 'tree', 'mnnaaarfda')
(48, 'tree', 'sra')
(48, 'tree', 'grl')
(48, 'lecturer', 'htgtrseee')
(48, 'lecturer', 'oogggggsa')
(48, 'lecturer', 'gfererrrr')
(48, 'lecturer', 'mnnaaarfda')
(48, 'lecturer', 'sra')
(48, 'lecturer', 'grl')
(48, 'nurse', 'htgtrseee')
(48, 'nurse', 'oogggggsa')
(48, 'nurse', 'gfererrrr')
(48, 'nurse', 'mnnaaarfda')
(48, 'nurse', 'sra')
(48, 'nurse', 'grl')
(48, 'doctor', 'htgtrseee')
(48, 'doctor', 'oogggggsa')
(48, 'doctor', 'gfererrrr')
(48, 'doctor', 'mnnaaarfda')
(48, 'doctor', 'sra')
(48, 'doctor', 'grl')
(48, 'hospital', 'htgtrseee')
(48, 'hospital', 'oogggggsa')
(48, 'hospital', 'gfererrrr')
(48, 'hospital', 'mnnaaarfda')
(48, 'hospital', 'sra')
(48, 'hospital', 'grl')
(48, 'surgeon', 'htgtrseee')
(48, 'surgeon', 'oogggggsa')
(48, 'surgeon', 'gfererrrr')
(48, 'surgeon', 'mnnaaarfda')
(48, 'surgeon', 'sra')
(48, 'surgeon', 'grl')
(48, 'bandage', 'htgtrseee')
(48, 'bandage', 'oogggggsa')
(48, 'bandage', 'gfererrrr')
(48, 'bandage', 'mnnaaarfda')
(48, 'bandage', 'sra')
(48, 'bandage', 'grl')
(48, 'patient', 'htgtrseee')
(48, 'patient', 'oogggggsa')
(48, 'patient', 'gfererrrr')
(48, 'patient', 'mnnaaarfda')
(48, 'patient', 'sra')
(48, 'patient', 'grl')
(49, 'dog', 'htgtrseee')
(49, 'dog', 'oogggggsa')
(49, 'dog', 'gfererrrr')
(49, 'dog', 'mnnaaarfda')
(49, 'dog', 'sra')
(49, 'dog', 'grl')
(49, 'cat', 'htgtrseee')
(49, 'cat', 'oogggggsa')
(49, 'cat', 'gfererrrr')
(49, 'cat', 'mnnaaarfda')
(49, 'cat', 'sra')
(49, 'cat', 'grl')
(49, 'airplane', 'htgtrseee')
(49, 'airplane', 'oogggggsa')
(49, 'airplane', 'gfererrrr')
(49, 'airplane', 'mnnaaarfda')
(49, 'airplane', 'sra')
(49, 'airplane', 'grl')
(49, 'car', 'htgtrseee')
(49, 'car', 'oogggggsa')
(49, 'car', 'gfererrrr')
(49, 'car', 'mnnaaarfda')
(49, 'car', 'sra')
(49, 'car', 'grl')
(49, 'tree', 'htgtrseee')
(49, 'tree', 'oogggggsa')
(49, 'tree', 'gfererrrr')
(49, 'tree', 'mnnaaarfda')
(49, 'tree', 'sra')
(49, 'tree', 'grl')
(49, 'lecturer', 'htgtrseee')
(49, 'lecturer', 'oogggggsa')
(49, 'lecturer', 'gfererrrr')
(49, 'lecturer', 'mnnaaarfda')
(49, 'lecturer', 'sra')
(49, 'lecturer', 'grl')
(49, 'nurse', 'htgtrseee')
(49, 'nurse', 'oogggggsa')
(49, 'nurse', 'gfererrrr')
(49, 'nurse', 'mnnaaarfda')
(49, 'nurse', 'sra')
(49, 'nurse', 'grl')
(49, 'doctor', 'htgtrseee')
(49, 'doctor', 'oogggggsa')
(49, 'doctor', 'gfererrrr')
(49, 'doctor', 'mnnaaarfda')
(49, 'doctor', 'sra')
(49, 'doctor', 'grl')
(49, 'hospital', 'htgtrseee')
(49, 'hospital', 'oogggggsa')
(49, 'hospital', 'gfererrrr')
(49, 'hospital', 'mnnaaarfda')
(49, 'hospital', 'sra')
(49, 'hospital', 'grl')
(49, 'surgeon', 'htgtrseee')
(49, 'surgeon', 'oogggggsa')
(49, 'surgeon', 'gfererrrr')
(49, 'surgeon', 'mnnaaarfda')
(49, 'surgeon', 'sra')
(49, 'surgeon', 'grl')
(49, 'bandage', 'htgtrseee')
(49, 'bandage', 'oogggggsa')
(49, 'bandage', 'gfererrrr')
(49, 'bandage', 'mnnaaarfda')
(49, 'bandage', 'sra')
(49, 'bandage', 'grl')
(49, 'patient', 'htgtrseee')
(49, 'patient', 'oogggggsa')
(49, 'patient', 'gfererrrr')
(49, 'patient', 'mnnaaarfda')
(49, 'patient', 'sra')
(49, 'patient', 'grl')
(50, 'dog', 'htgtrseee')
(50, 'dog', 'oogggggsa')
(50, 'dog', 'gfererrrr')
(50, 'dog', 'mnnaaarfda')
(50, 'dog', 'sra')
(50, 'dog', 'grl')
(50, 'cat', 'htgtrseee')
(50, 'cat', 'oogggggsa')
(50, 'cat', 'gfererrrr')
(50, 'cat', 'mnnaaarfda')
(50, 'cat', 'sra')
(50, 'cat', 'grl')
(50, 'airplane', 'htgtrseee')
(50, 'airplane', 'oogggggsa')
(50, 'airplane', 'gfererrrr')
(50, 'airplane', 'mnnaaarfda')
(50, 'airplane', 'sra')
(50, 'airplane', 'grl')
(50, 'car', 'htgtrseee')
(50, 'car', 'oogggggsa')
(50, 'car', 'gfererrrr')
(50, 'car', 'mnnaaarfda')
(50, 'car', 'sra')
(50, 'car', 'grl')
(50, 'tree', 'htgtrseee')
(50, 'tree', 'oogggggsa')
(50, 'tree', 'gfererrrr')
(50, 'tree', 'mnnaaarfda')
(50, 'tree', 'sra')
(50, 'tree', 'grl')
(50, 'lecturer', 'htgtrseee')
(50, 'lecturer', 'oogggggsa')
(50, 'lecturer', 'gfererrrr')
(50, 'lecturer', 'mnnaaarfda')
(50, 'lecturer', 'sra')
(50, 'lecturer', 'grl')
(50, 'nurse', 'htgtrseee')
(50, 'nurse', 'oogggggsa')
(50, 'nurse', 'gfererrrr')
(50, 'nurse', 'mnnaaarfda')
(50, 'nurse', 'sra')
(50, 'nurse', 'grl')
(50, 'doctor', 'htgtrseee')
(50, 'doctor', 'oogggggsa')
(50, 'doctor', 'gfererrrr')
(50, 'doctor', 'mnnaaarfda')
(50, 'doctor', 'sra')
(50, 'doctor', 'grl')
(50, 'hospital', 'htgtrseee')
(50, 'hospital', 'oogggggsa')
(50, 'hospital', 'gfererrrr')
(50, 'hospital', 'mnnaaarfda')
(50, 'hospital', 'sra')
(50, 'hospital', 'grl')
(50, 'surgeon', 'htgtrseee')
(50, 'surgeon', 'oogggggsa')
(50, 'surgeon', 'gfererrrr')
(50, 'surgeon', 'mnnaaarfda')
(50, 'surgeon', 'sra')
(50, 'surgeon', 'grl')
(50, 'bandage', 'htgtrseee')
(50, 'bandage', 'oogggggsa')
(50, 'bandage', 'gfererrrr')
(50, 'bandage', 'mnnaaarfda')
(50, 'bandage', 'sra')
(50, 'bandage', 'grl')
(50, 'patient', 'htgtrseee')
(50, 'patient', 'oogggggsa')
(50, 'patient', 'gfererrrr')
(50, 'patient', 'mnnaaarfda')
(50, 'patient', 'sra')
(50, 'patient', 'grl')
(51, 'dog', 'htgtrseee')
(51, 'dog', 'oogggggsa')
(51, 'dog', 'gfererrrr')
(51, 'dog', 'mnnaaarfda')
(51, 'dog', 'sra')
(51, 'dog', 'grl')
(51, 'cat', 'htgtrseee')
(51, 'cat', 'oogggggsa')
(51, 'cat', 'gfererrrr')
(51, 'cat', 'mnnaaarfda')
(51, 'cat', 'sra')
(51, 'cat', 'grl')
(51, 'airplane', 'htgtrseee')
(51, 'airplane', 'oogggggsa')
(51, 'airplane', 'gfererrrr')
(51, 'airplane', 'mnnaaarfda')
(51, 'airplane', 'sra')
(51, 'airplane', 'grl')
(51, 'car', 'htgtrseee')
(51, 'car', 'oogggggsa')
(51, 'car', 'gfererrrr')
(51, 'car', 'mnnaaarfda')
(51, 'car', 'sra')
(51, 'car', 'grl')
(51, 'tree', 'htgtrseee')
(51, 'tree', 'oogggggsa')
(51, 'tree', 'gfererrrr')
(51, 'tree', 'mnnaaarfda')
(51, 'tree', 'sra')
(51, 'tree', 'grl')
(51, 'lecturer', 'htgtrseee')
(51, 'lecturer', 'oogggggsa')
(51, 'lecturer', 'gfererrrr')
(51, 'lecturer', 'mnnaaarfda')
(51, 'lecturer', 'sra')
(51, 'lecturer', 'grl')
(51, 'nurse', 'htgtrseee')
(51, 'nurse', 'oogggggsa')
(51, 'nurse', 'gfererrrr')
(51, 'nurse', 'mnnaaarfda')
(51, 'nurse', 'sra')
(51, 'nurse', 'grl')
(51, 'doctor', 'htgtrseee')
(51, 'doctor', 'oogggggsa')
(51, 'doctor', 'gfererrrr')
(51, 'doctor', 'mnnaaarfda')
(51, 'doctor', 'sra')
(51, 'doctor', 'grl')
(51, 'hospital', 'htgtrseee')
(51, 'hospital', 'oogggggsa')
(51, 'hospital', 'gfererrrr')
(51, 'hospital', 'mnnaaarfda')
(51, 'hospital', 'sra')
(51, 'hospital', 'grl')
(51, 'surgeon', 'htgtrseee')
(51, 'surgeon', 'oogggggsa')
(51, 'surgeon', 'gfererrrr')
(51, 'surgeon', 'mnnaaarfda')
(51, 'surgeon', 'sra')
(51, 'surgeon', 'grl')
(51, 'bandage', 'htgtrseee')
(51, 'bandage', 'oogggggsa')
(51, 'bandage', 'gfererrrr')
(51, 'bandage', 'mnnaaarfda')
(51, 'bandage', 'sra')
(51, 'bandage', 'grl')
(51, 'patient', 'htgtrseee')
(51, 'patient', 'oogggggsa')
(51, 'patient', 'gfererrrr')
(51, 'patient', 'mnnaaarfda')
