{' 4': -2.1977098, ' 5': -2.3002927, ' 6': -2.224015, ' 8': -1.7868906, ' 9': -2.4438703}
{' 8': -1.7473226, ' 4': -2.223291, ' 6': -2.3045192, ' 5': -2.36198, ' 9': -2.419786}
{' 4': -2.217707, ' 5': -2.3431113, ' 6': -2.293277, ' 8': -1.7374661, ' 9': -2.3988612}
{' 4': -2.2341495, ' 5': -2.3693233, ' 6': -2.310121, ' 8': -1.7448002, ' 9': -2.4202123}
{' 4': -2.2350733, ' 5': -2.3739846, ' 6': -2.3265452, ' 8': -1.7565491, ' 9': -2.4448845}
{' 8': -1.7594231, ' 4': -2.2395809, ' 6': -2.3223884, ' 5': -2.3804271, ' 9': -2.428586}
{'\n': -2.261133, ' 4': -2.267738, ' 5': -2.393001, ' 6': -2.3349473, ' 8': -1.785031}
{' 4': -2.2373226, ' 5': -2.3678157, ' 6': -2.2952046, ' 8': -1.7362419, ' 9': -2.390595}
{' 4': -2.1932776, ' 5': -2.3193936, ' 6': -2.2743316, ' 8': -1.7375894, ' 9': -2.3967624}
{' 8': -1.721194, ' 4': -2.2014253, ' 6': -2.2642725, ' 5': -2.320935, ' 9': -2.3666885}
{' 4': -2.2230632, ' 5': -2.343332, ' 6': -2.3082664, ' 8': -1.7255493, ' 9': -2.4237125}
{' 4': -2.2018886, ' 5': -2.326529, ' 6': -2.2762227, ' 8': -1.7101245, ' 9': -2.3790154}
{' 4': -2.1992147, ' 5': -2.3356302, ' 6': -2.287605, ' 8': -1.7075384, ' 9': -2.405918}
{' 8': -1.7113175, ' 4': -2.2114491, ' 6': -2.2773795, ' 5': -2.3426929, ' 9': -2.3892903}
{' 8': -1.7158228, ' 4': -2.212283, ' 6': -2.2689643, ' 5': -2.3335586, ' 9': -2.3874564}
{' 4': -2.2132516, ' 5': -2.3536913, ' 6': -2.2824903, ' 8': -1.7230743, ' 9': -2.3895526}
{' 4': -2.1821845, ' 5': -2.3063405, ' 6': -2.244877, ' 8': -1.7335752, ' 9': -2.386289}
{' 4': -2.1874106, ' 5': -2.3079045, ' 6': -2.2387538, ' 8': -1.7231182, ' 9': -2.3539307}
{' 8': -1.7071824, ' 4': -2.1783595, ' 6': -2.251097, ' 5': -2.308251, ' 9': -2.3839803}
{' 8': -1.7049942, ' 4': -2.180379, ' 6': -2.2422981, ' 5': -2.3163443, ' 9': -2.3597374}
{' 4': -2.2009401, ' 5': -2.3063736, ' 6': -2.1959848, ' 8': -1.7464972, ' 9': -2.3480482}
{' 8': -1.738411, ' 6': -2.1887128, ' 4': -2.1997013, ' 5': -2.3067138, ' 9': -2.3301992}
{' 8': -1.7281394, ' 6': -2.1786752, ' 4': -2.2320201, ' 5': -2.2973466, ' 9': -2.298656}
{' 4': -2.2260108, ' 5': -2.3014028, ' 6': -2.1683729, ' 8': -1.7329719, ' 9': -2.2860115}
{' 8': -1.6176065, ' 4': -2.0589461, ' 6': -2.0936406, ' 5': -2.187467, ' 7': -2.446956}
{' 4': -2.08681, ' 5': -2.196165, ' 6': -2.1821182, ' 7': -2.4709263, ' 8': -1.6330298}
{' 4': -2.1968212, ' 5': -2.3559647, ' 6': -2.2915344, ' 8': -1.675085, ' 9': -2.3586063}
{' 4': -2.0408664, ' 5': -2.10399, ' 6': -2.1842809, ' 7': -2.4204354, ' 8': -1.5982385}
{' 4': -2.2041233, ' 5': -2.3707197, ' 6': -2.3102493, ' 8': -1.712944, ' 9': -2.3821716}
{' 4': -2.0543206, ' 5': -2.1134064, ' 6': -2.2277768, ' 7': -2.4625285, ' 8': -1.6318085}
{' 8': -1.7382456, ' 4': -2.2366912, ' 6': -2.3513772, ' 5': -2.3992946, ' 9': -2.4027307}
{' 4': -2.1832764, ' 5': -2.35697, ' 6': -2.292884, ' 8': -1.6917726, ' 9': -2.3883603}
{' 4': -2.1942394, ' 5': -2.3383417, ' 6': -2.266878, ' 8': -1.712616, ' 9': -2.3900976}
{' 8': -1.6729126, ' 4': -2.174657, ' 6': -2.2814438, ' 5': -2.350878, ' 9': -2.3649597}
{' 8': -1.7358278, ' 4': -2.2216046, ' 6': -2.2920907, ' 5': -2.367305, ' 9': -2.4158242}
{' 4': -2.2146606, ' 5': -2.369628, ' 6': -2.2740211, ' 8': -1.7262229, ' 9': -2.3814688}
{' 4': -2.2093363, ' 5': -2.3804624, ' 6': -2.3095312, ' 8': -1.7372655, ' 9': -2.4167764}
{' 8': -1.7352756, ' 4': -2.2206872, ' 6': -2.2766259, ' 9': -2.3694603, ' 5': -2.3736062}
{' 4': -2.2330012, ' 5': -2.4065003, ' 6': -2.331739, ' 8': -1.7621082, ' 9': -2.391005}
{' 8': -1.633068, ' 4': -2.0150795, ' 5': -2.2059803, ' 6': -2.2843122, ' 3': -2.491212}
{' 4': -2.2305164, ' 5': -2.3797648, ' 6': -2.3031588, ' 8': -1.7762214, ' 9': -2.4272616}
{' 8': -1.695998, ' 4': -2.1156023, '\n': -2.2132108, ' 5': -2.2454202, ' 6': -2.29716}
{' 4': -2.2281506, ' 5': -2.3863165, ' 6': -2.3120863, ' 8': -1.7393696, ' 9': -2.4138567}
{' 4': -2.204296, ' 5': -2.3728952, ' 6': -2.2807245, ' 8': -1.7107593, ' 9': -2.3572283}
{' 8': -1.7928014, ' 4': -2.2382567, ' 6': -2.3361638, ' 5': -2.393106, ' 9': -2.4409137}
{' 8': -1.7394875, ' 4': -2.2404556, ' 6': -2.3072968, ' 9': -2.3784587, ' 5': -2.3886595}
{' 8': -1.802043, '\n': -2.2083838, ' 4': -2.2857907, ' 6': -2.3766508, ' 5': -2.4383602}
{' 4': -2.242457, ' 5': -2.3995965, ' 6': -2.3116965, ' 8': -1.7681268, ' 9': -2.401233}
{' 8': -1.7690055, ' 4': -2.2279158, ' 6': -2.2803104, ' 5': -2.3619843, ' 9': -2.396246}
{'\n': -2.3565114, ' 4': -2.0869603, ' 5': -2.2531915, ' 6': -2.2674966, ' 8': -1.691771}
{' 4': -2.2525241, ' 5': -2.3664892, ' 6': -2.2778814, ' 8': -1.7703768, ' 9': -2.403155}
{' 8': -1.7601663, ' 4': -2.242552, ' 6': -2.2619867, ' 5': -2.362934, ' 9': -2.363289}
{' 8': -1.75317, ' 4': -2.2333803, ' 6': -2.3214092, ' 9': -2.379468, ' 5': -2.381176}
{' 8': -1.7581474, ' 4': -2.237977, ' 6': -2.2532408, ' 5': -2.3528645, ' 9': -2.357607}
{' 4': -2.2579954, ' 5': -2.3824146, ' 6': -2.3046546, ' 8': -1.7932173, ' 9': -2.385841}
{' 8': -1.6606022, ' 4': -2.1009583, ' 5': -2.2556884, ' 6': -2.2846181, ' 9': -2.4391124}
{' 8': -1.6897297, ' 4': -2.1533031, ' 6': -2.3119326, ' 9': -2.3517199, ' 5': -2.3657331}
{' 8': -1.6572946, ' 4': -2.0971951, ' 5': -2.2427936, ' 6': -2.2795253, '\n': -2.4399638}
{' 4': -2.2120864, ' 5': -2.3862474, ' 6': -2.326701, ' 8': -1.7200679, ' 9': -2.3847444}
{' 8': -1.6344798, ' 4': -2.0493262, ' 5': -2.1954043, ' 6': -2.308882, ' 7': -2.4544606}
{' 4': -2.216937, ' 5': -2.4030735, ' 6': -2.3475516, ' 8': -1.7590888, ' 9': -2.4169848}
{' 4': -2.1749794, ' 5': -2.3850749, ' 6': -2.3223288, ' 8': -1.6961414, ' 9': -2.3467524}
{'\n': -2.2119524, ' 4': -2.2647965, ' 5': -2.4393818, ' 6': -2.3915253, ' 8': -1.7799113}
{' 3': -2.4502351, ' 4': -2.0795333, ' 5': -2.2456386, ' 6': -2.3427522, ' 8': -1.6458863}
{' 8': -1.7609398, ' 4': -2.2166998, ' 6': -2.3394625, ' 5': -2.3952868, ' 9': -2.419288}
{' 8': -1.7096059, ' 4': -2.1923885, ' 6': -2.3152533, ' 9': -2.342695, ' 5': -2.3768976}
{'\n': -2.3692904, ' 4': -2.2377138, ' 5': -2.425578, ' 6': -2.3771505, ' 8': -1.7765064}
{' 8': -1.751902, ' 4': -2.2220778, ' 6': -2.3127475, ' 9': -2.3829322, ' 5': -2.3984647}
{'\n': -2.309007, ' 4': -2.2483046, ' 5': -2.4304094, ' 6': -2.382416, ' 8': -1.7844946}
{' 4': -2.2247899, ' 5': -2.4048448, ' 6': -2.3378854, ' 8': -1.7639889, ' 9': -2.39249}
{'\n': -2.1922436, ' 4': -2.2755387, ' 5': -2.4439402, ' 6': -2.3951912, ' 8': -1.8190956}
{' 4': -2.2170885, ' 5': -2.4123008, ' 6': -2.3322132, ' 8': -1.7644098, ' 9': -2.373906}
{' 8': -1.7643914, ' 4': -2.2272077, ' 6': -2.3315759, ' 5': -2.3948588, ' 9': -2.4083285}
{'\n': -2.4537604, ' 4': -2.1113758, ' 5': -2.2304442, ' 6': -2.2936661, ' 8': -1.6422521}
{' 8': -1.7659657, ' 4': -2.248666, ' 6': -2.355368, ' 5': -2.4007704, ' 9': -2.4309723}
{' 8': -1.6599938, ' 4': -2.1588838, ' 5': -2.3191497, ' 6': -2.3203819, ' 9': -2.3951452}
{' 8': -1.7859918, ' 4': -2.255194, ' 6': -2.356869, '\n': -2.3829224, ' 5': -2.4038327}
{' 4': -2.2330995, ' 5': -2.3856273, ' 6': -2.299457, ' 8': -1.7539412, ' 9': -2.3735528}
{' 8': -1.8175771, ' 4': -2.285278, '\n': -2.2867525, ' 6': -2.3579748, ' 5': -2.4260108}
{' 4': -2.2403026, ' 5': -2.3937232, ' 6': -2.2943323, ' 8': -1.7669778, ' 9': -2.3689628}
{' 4': -2.2350564, ' 5': -2.3972347, ' 6': -2.3506706, ' 8': -1.7586467, ' 9': -2.4241798}
{' 4': -2.2060704, ' 5': -2.3581824, ' 6': -2.2987542, ' 8': -1.710424, ' 9': -2.3458915}
{' 8': -1.7865149, ' 4': -2.2701557, '\n': -2.3318248, ' 6': -2.3535917, ' 5': -2.4086874}
{' 4': -2.1248064, ' 5': -2.277895, ' 6': -2.2640555, ' 8': -1.6591759, ' 9': -2.4261684}
{' 8': -1.7408149, ' 4': -2.2362087, ' 6': -2.281925, ' 9': -2.3191488, ' 5': -2.361636}
{' 4': -2.222672, ' 5': -2.3728826, ' 6': -2.2744098, ' 8': -1.7480513, ' 9': -2.3261962}
{' 4': -2.232459, ' 5': -2.3591566, ' 6': -2.2620468, ' 8': -1.7452906, ' 9': -2.3058345}
{' 8': -1.6325918, ' 4': -2.0582683, ' 5': -2.2212665, ' 6': -2.2292619, ' 9': -2.4418168}
{' 4': -2.0309114, ' 5': -2.2006845, ' 6': -2.1877477, ' 8': -1.621474, ' 9': -2.4318092}
{'\n': -2.3846285, ' 4': -2.0616887, ' 5': -2.2271473, ' 6': -2.2296927, ' 8': -1.6853831}
{' 8': -1.7322673, ' 4': -2.2441502, ' 6': -2.3067331, ' 5': -2.3704214, ' 9': -2.394803}
{' 4': -2.2041233, ' 5': -2.3548028, ' 6': -2.2962003, ' 8': -1.6843821, ' 9': -2.3413377}
{' 8': -1.743344, ' 4': -2.2416463, '\n': -2.273442, ' 6': -2.3661263, ' 5': -2.403238}
{' 4': -2.221803, ' 5': -2.3874965, ' 6': -2.3151631, ' 8': -1.7133869, ' 9': -2.383837}
{'\n': -2.156601, ' 4': -2.271697, ' 5': -2.4210615, ' 6': -2.3891582, ' 8': -1.7575151}
{' 4': -2.210309, ' 5': -2.382706, ' 6': -2.3496313, ' 8': -1.7041159, ' 9': -2.375126}
{'\n': -2.3250623, ' 4': -2.253184, ' 5': -2.3947406, ' 6': -2.3582456, ' 8': -1.7588906}
{' 8': -1.7273629, ' 4': -2.233146, ' 6': -2.3080418, ' 5': -2.369859, ' 9': -2.3841069}
{' 8': -1.7515495, ' 4': -2.2635431, '\n': -2.3014295, ' 6': -2.3444433, ' 5': -2.400293}
{' 8': -1.7396975, ' 4': -2.266738, '\n': -2.352293, ' 6': -2.3695552, ' 9': -2.400673}
{'\n': -2.2827194, ' 4': -2.2640169, ' 5': -2.40215, ' 6': -2.3748617, ' 8': -1.7679832}
{' 8': -1.7522753, ' 4': -2.2563705, ' 6': -2.3801324, ' 9': -2.3984945, ' 5': -2.4077232}
{'\n': -2.0924637, ' 4': -2.2950737, ' 5': -2.4484732, ' 6': -2.4443083, ' 8': -1.779564}
{' 8': -1.7396666, ' 4': -2.2492387, ' 6': -2.3957546, ' 9': -2.4022622, ' 5': -2.4107842}
{' 8': -1.7368649, ' 4': -2.21821, ' 6': -2.3245418, ' 5': -2.3653286, ' 9': -2.4049194}
{' 4': -2.1939394, ' 5': -2.3395207, ' 6': -2.2797377, ' 8': -1.7050067, ' 9': -2.362261}
{' 8': -1.7369946, ' 4': -2.2405412, ' 6': -2.3306482, ' 5': -2.3741767, ' 9': -2.411865}
{' 8': -1.7191528, ' 4': -2.2272255, ' 6': -2.3293173, ' 9': -2.368933, ' 5': -2.3733609}
{' 4': -2.2309878, ' 5': -2.376035, ' 6': -2.3311255, ' 8': -1.7355807, ' 9': -2.40907}
{' 8': -1.7369617, ' 4': -2.22635, ' 6': -2.3319886, ' 9': -2.3543258, ' 5': -2.3853564}
{' 8': -1.7608695, '\n': -2.1325822, ' 4': -2.2763906, ' 6': -2.4102283, ' 5': -2.4253573}
{' 4': -2.2334301, ' 5': -2.3920784, ' 6': -2.3735135, ' 8': -1.7358229, ' 9': -2.3784955}
{'\n': -2.2989376, ' 4': -2.2593012, ' 5': -2.405446, ' 6': -2.3850734, ' 8': -1.7709025}
{'\n': -2.4015517, ' 4': -2.2554288, ' 5': -2.398803, ' 6': -2.3704934, ' 8': -1.755918}
{' 8': -1.7579172, ' 4': -2.262534, '\n': -2.2781463, ' 6': -2.3758817, ' 5': -2.412068}
{' 8': -1.7478498, ' 4': -2.2579815, ' 6': -2.370084, '\n': -2.3788311, ' 5': -2.4006722}
{'\n': -2.2775297, ' 4': -2.2615721, ' 5': -2.4083645, ' 6': -2.390216, ' 8': -1.7608691}
{' 8': -1.7446498, ' 4': -2.2458007, ' 6': -2.3594663, '\n': -2.3975172, ' 9': -2.3980684}
{' 8': -1.7757069, '\n': -2.266484, ' 4': -2.274039, ' 9': -2.422833, ' 6': -2.4253862}
{' 4': -2.2297578, ' 5': -2.4073005, ' 6': -2.399651, ' 8': -1.7582049, ' 9': -2.398747}
{' 8': -1.782958, ' 4': -2.236682, ' 6': -2.3319016, ' 5': -2.3763657, ' 9': -2.4323196}
{' 8': -1.7270632, ' 4': -2.209342, ' 6': -2.2801447, ' 5': -2.341856, ' 9': -2.3534288}
{' 8': -1.761502, ' 4': -2.274785, '\n': -2.3146923, ' 6': -2.3260944, ' 5': -2.382514}
{' 4': -2.2440689, ' 5': -2.3682125, ' 6': -2.330872, ' 8': -1.7356803, ' 9': -2.370443}
{'\n': -2.2073944, ' 4': -2.278056, ' 5': -2.4049947, ' 6': -2.363671, ' 8': -1.7655553}
{'\n': -2.32773, ' 4': -2.2699316, ' 6': -2.3646448, ' 8': -1.7548195, ' 9': -2.4019704}
{' 8': -1.7931956, '\n': -2.1016226, ' 4': -2.2975779, ' 6': -2.4320924, ' 5': -2.4395466}
{' 8': -1.7677227, '\n': -2.2367818, ' 4': -2.271261, ' 6': -2.4118068, ' 5': -2.4202192}
{'\n': -2.2863512, ' 4': -2.2682297, ' 5': -2.3935864, ' 6': -2.3548024, ' 8': -1.7899942}
{' 4': -2.2596533, ' 5': -2.3782952, ' 6': -2.3335917, ' 8': -1.7600063, ' 9': -2.4139311}
{' 8': -1.7759216, '\n': -2.2723627, ' 4': -2.2740679, ' 6': -2.3464441, ' 5': -2.4008236}
{' 8': -1.7565562, ' 4': -2.2707868, ' 6': -2.3681896, ' 5': -2.3942459, '\n': -2.3973644}
{' 8': -1.7947295, ' 4': -2.2756493, '\n': -2.311577, ' 6': -2.355819, ' 5': -2.3933995}
{' 8': -1.7829729, ' 4': -2.2664533, '\n': -2.3788285, ' 6': -2.3792539, ' 5': -2.4086642}
{'\n': -2.2028604, ' 4': -2.2982488, ' 5': -2.4292333, ' 6': -2.4067693, ' 8': -1.805613}
{' 8': -1.7707695, ' 4': -2.2522302, ' 6': -2.3763413, ' 5': -2.3991265, ' 9': -2.4072213}
{'\n': -2.3660467, ' 4': -2.2558897, ' 5': -2.382814, ' 6': -2.3526742, ' 8': -1.7721688}
{' 4': -2.2427535, ' 5': -2.3754392, ' 6': -2.3424456, ' 8': -1.7359682, ' 9': -2.3656945}
{' 8': -1.7648913, '\n': -2.1881375, ' 4': -2.295833, ' 6': -2.3502107, ' 5': -2.4003751}
{'\n': -2.368118, ' 4': -2.2751787, ' 5': -2.378433, ' 6': -2.3205898, ' 8': -1.7464035}
{' 8': -1.7602993, '\n': -2.2361944, ' 4': -2.273649, ' 6': -2.3495376, ' 5': -2.3946579}
{' 8': -1.753348, ' 4': -2.2727363, '\n': -2.2903059, ' 6': -2.3759744, ' 9': -2.4039025}
{' 8': -1.8003988, '\n': -2.1220388, ' 4': -2.3126202, ' 6': -2.3979208, ' 5': -2.43322}
{' 8': -1.766911, '\n': -2.2669444, ' 4': -2.2763162, ' 6': -2.3912044, ' 5': -2.41581}
{' 8': -1.7712177, ' 4': -2.2415688, ' 6': -2.3506634, ' 5': -2.3864167, ' 9': -2.4065535}
{' 8': -1.7521018, ' 4': -2.2269218, ' 6': -2.305145, ' 5': -2.3637865, ' 9': -2.3770196}
{' 4': -2.2371445, ' 5': -2.378338, ' 6': -2.313554, ' 8': -1.7565653, ' 9': -2.373072}
{' 4': -2.2226322, ' 5': -2.371015, ' 6': -2.3134656, ' 8': -1.7374139, ' 9': -2.351158}
{' 8': -1.7616019, ' 4': -2.2345767, ' 6': -2.326383, ' 9': -2.378406, ' 5': -2.3844981}
{' 8': -1.750563, ' 4': -2.2085052, ' 6': -2.2949224, ' 9': -2.3509326, ' 5': -2.3694606}
{' 4': -2.2245524, ' 5': -2.3758025, ' 6': -2.3041537, ' 8': -1.7599682, ' 9': -2.3617337}
{' 4': -2.201651, ' 5': -2.3601182, ' 6': -2.2817643, ' 8': -1.7374691, ' 9': -2.3398938}
{' 8': -1.6151134, ' 4': -2.0273542, ' 6': -2.1963322, ' 5': -2.2348309, ' 7': -2.4519093}
{'\n': -2.3808002, ' 4': -2.0713758, ' 5': -2.2680137, ' 6': -2.2471218, ' 8': -1.6578683}
{' 8': -1.700559, ' 4': -2.207144, ' 6': -2.300504, ' 5': -2.3590004, ' 9': -2.421923}
{' 4': -2.030347, ' 5': -2.2365437, ' 6': -2.23547, ' 7': -2.4412081, ' 8': -1.5893757}
{' 8': -1.7040292, ' 4': -2.211735, ' 6': -2.3465197, ' 5': -2.3915093, '\n': -2.4062407}
{' 8': -1.6825168, ' 4': -2.1914954, ' 6': -2.3046167, ' 5': -2.374108, ' 9': -2.4104552}
{' 8': -1.7100897, ' 4': -2.215354, ' 6': -2.3370094, ' 5': -2.3866606, '\n': -2.412761}
{' 4': -2.214744, ' 5': -2.386064, ' 6': -2.3251414, ' 8': -1.7019649, ' 9': -2.4137359}
{' 8': -1.7284064, ' 4': -2.2217937, ' 6': -2.3145492, ' 5': -2.3776557, ' 9': -2.4434524}
{' 4': -2.2072284, ' 5': -2.3624806, ' 6': -2.2762172, ' 8': -1.7062106, ' 9': -2.3866735}
{' 8': -1.7130024, ' 4': -2.2165606, ' 6': -2.3543704, ' 5': -2.3863385, '\n': -2.4199584}
{'\n': -2.4239237, ' 4': -2.2330894, ' 5': -2.3945239, ' 6': -2.3293962, ' 8': -1.7127552}
{' 4': -2.2156708, ' 5': -2.366526, ' 6': -2.3208172, ' 8': -1.7261096, ' 9': -2.4177392}
{' 8': -1.7053608, ' 4': -2.2151227, ' 6': -2.3023598, ' 5': -2.3705955, ' 9': -2.3818164}
{'\n': -2.4038053, ' 4': -2.2408645, ' 5': -2.395809, ' 6': -2.370606, ' 8': -1.737908}
{' 8': -1.736607, ' 4': -2.2472517, ' 6': -2.3496277, '\n': -2.3846629, ' 5': -2.4123347}
{' 8': -1.7477262, ' 4': -2.2124717, ' 6': -2.312575, ' 5': -2.368221, ' 9': -2.4204423}
{' 4': -2.2109132, ' 5': -2.3473504, ' 6': -2.269055, ' 8': -1.7202448, ' 9': -2.3794541}
{' 4': -2.2083743, ' 5': -2.3493528, ' 6': -2.2916842, ' 8': -1.7341119, ' 9': -2.3847773}
{' 4': -2.2226121, ' 5': -2.3588789, ' 6': -2.2643487, ' 8': -1.7161462, ' 9': -2.3765733}
{' 4': -2.227131, ' 5': -2.3901205, ' 6': -2.3460398, ' 8': -1.7383299, ' 9': -2.427296}
{' 8': -1.7520556, ' 4': -2.2453897, '\n': -2.3646677, ' 6': -2.36719, ' 5': -2.4128778}
{' 8': -1.7495296, ' 4': -2.2488506, '\n': -2.3128498, ' 6': -2.3688276, ' 5': -2.410817}
{' 4': -2.2335837, ' 5': -2.4038126, ' 6': -2.346661, ' 8': -1.7341647, ' 9': -2.4136224}
{' 8': -1.7433988, ' 4': -2.2046366, ' 6': -2.3019247, ' 5': -2.3547392, ' 9': -2.4055338}
{' 8': -1.7410539, ' 4': -2.2128673, ' 6': -2.28572, ' 5': -2.3564436, ' 9': -2.3583853}
{' 8': -1.7365421, ' 4': -2.2065177, ' 6': -2.300833, ' 5': -2.3510487, ' 9': -2.3918192}
{' 4': -2.2199092, ' 5': -2.3702662, ' 6': -2.2869353, ' 8': -1.7361215, ' 9': -2.3981223}
{' 8': -1.7611582, ' 4': -2.227836, ' 6': -2.348118, ' 5': -2.3817217, ' 9': -2.4179537}
{' 8': -1.7561125, ' 4': -2.2305913, ' 6': -2.317863, ' 5': -2.3878837, ' 9': -2.401048}
{' 4': -2.2345736, ' 5': -2.38571, ' 6': -2.3169274, ' 8': -1.7530434, ' 9': -2.4020312}
{' 8': -1.7557731, ' 4': -2.2264009, ' 6': -2.3196921, ' 5': -2.3921044, ' 9': -2.4005723}
{' 8': -1.7596974, ' 4': -2.2226892, ' 6': -2.2993321, ' 5': -2.370728, ' 9': -2.4158359}
{' 8': -1.7331015, ' 4': -2.208055, ' 6': -2.2976995, ' 5': -2.3563488, ' 9': -2.3834472}
{' 4': -2.209546, ' 5': -2.3504467, ' 6': -2.3072653, ' 8': -1.7384577, ' 9': -2.4033327}
{' 4': -2.2131038, ' 5': -2.3536427, ' 6': -2.287639, ' 8': -1.7209322, ' 9': -2.380752}
{' 8': -1.7444046, ' 4': -2.2158706, ' 6': -2.3289707, ' 5': -2.36929, ' 9': -2.4199781}
{' 8': -1.7409966, ' 4': -2.2289262, ' 6': -2.3394253, ' 5': -2.390631, ' 9': -2.4129775}
{' 4': -2.2069724, ' 5': -2.3592913, ' 6': -2.3099873, ' 8': -1.7347033, ' 9': -2.382068}
{' 8': -1.7370678, ' 4': -2.2325208, ' 6': -2.3520343, ' 5': -2.3975046, ' 9': -2.4105048}
{' 4': -2.2265801, ' 5': -2.3669438, ' 6': -2.3172507, ' 8': -1.7627739, ' 9': -2.4164767}
{' 4': -2.2172909, ' 5': -2.3621778, ' 6': -2.2951355, ' 8': -1.7391387, ' 9': -2.3866932}
{' 4': -2.2283647, ' 5': -2.370858, ' 6': -2.3181942, ' 8': -1.7474772, ' 9': -2.40812}
{' 4': -2.2319243, ' 5': -2.3879359, ' 6': -2.3321173, ' 8': -1.7374548, ' 9': -2.3952737}
{' 4': -2.2263775, ' 5': -2.3720648, ' 6': -2.326506, ' 8': -1.7638742, ' 9': -2.4092295}
{' 4': -2.2400758, ' 5': -2.4050148, ' 6': -2.352165, ' 8': -1.7582415, ' 9': -2.415681}
{' 4': -2.2483351, ' 5': -2.4023001, ' 6': -2.3468335, ' 8': -1.7573693, ' 9': -2.4246304}
{' 8': -1.756159, ' 4': -2.2471828, ' 6': -2.3764813, ' 5': -2.4095507, '\n': -2.4152184}
{' 4': -2.2161744, ' 5': -2.3616822, ' 6': -2.2997715, ' 8': -1.7760174, ' 9': -2.4169667}
{' 4': -2.2230775, ' 5': -2.3635347, ' 6': -2.293492, ' 8': -1.7567974, ' 9': -2.389959}
{' 8': -1.7568885, ' 4': -2.2131102, ' 6': -2.2991593, ' 5': -2.352813, ' 9': -2.4051666}
{' 8': -1.7558279, ' 4': -2.2204523, ' 6': -2.2735233, ' 5': -2.355992, ' 9': -2.3942232}
{' 8': -1.7617803, ' 4': -2.2124171, ' 6': -2.2951407, ' 5': -2.364778, ' 9': -2.4041953}
{' 4': -2.2213879, ' 5': -2.3818471, ' 6': -2.307985, ' 8': -1.760308, ' 9': -2.3957489}
{' 4': -2.2204008, ' 5': -2.388285, ' 6': -2.3340197, ' 8': -1.7662107, ' 9': -2.4262507}
{' 8': -1.7465008, ' 4': -2.2178419, ' 6': -2.3259666, ' 5': -2.3866413, ' 9': -2.3990905}
{' 8': -1.7749277, ' 4': -2.221319, ' 6': -2.3276126, ' 5': -2.3759649, ' 9': -2.4320247}
{' 4': -2.2227142, ' 5': -2.3721683, ' 6': -2.3131254, ' 8': -1.7669046, ' 9': -2.3905256}
{' 4': -2.2080028, ' 5': -2.3590436, ' 6': -2.294825, ' 8': -1.7625004, ' 9': -2.3997743}
{' 4': -2.217224, ' 5': -2.3837366, ' 6': -2.3185663, ' 8': -1.7611609, ' 9': -2.39793}
{' 8': -1.7669067, ' 4': -2.207968, ' 6': -2.3103304, ' 5': -2.3687642, ' 9': -2.403226}
{' 8': -1.7687854, ' 4': -2.2197886, ' 6': -2.2951944, ' 5': -2.373394, ' 9': -2.3826559}
{' 8': -1.774245, ' 4': -2.2237463, ' 6': -2.2878714, ' 5': -2.3731527, ' 9': -2.3918953}
{' 8': -1.7764463, ' 4': -2.2255, ' 6': -2.2785218, ' 9': -2.3718014, ' 5': -2.3741884}
{' 4': -2.199533, ' 5': -2.3594906, ' 6': -2.294643, ' 8': -1.7436821, ' 9': -2.4414735}
{' 8': -1.73573, ' 4': -2.2023036, ' 6': -2.3351552, ' 5': -2.3721092, ' 9': -2.4337778}
{' 8': -1.7262678, ' 4': -2.225541, '\n': -2.3353987, ' 6': -2.349822, ' 5': -2.374128}
{' 8': -1.7225895, ' 4': -2.2103436, ' 6': -2.3274975, ' 5': -2.3698285, ' 9': -2.4432833}
{' 8': -1.7420149, '\n': -2.18577, ' 4': -2.2306175, ' 6': -2.3919888, ' 5': -2.4046233}
{'\n': -2.368989, ' 4': -2.2148647, ' 5': -2.3888474, ' 6': -2.3644476, ' 8': -1.7168436}
{'\n': -2.1921391, ' 4': -2.2359757, ' 5': -2.4088979, ' 6': -2.4008574, ' 8': -1.747213}
{'\n': -2.2786903, ' 4': -2.2269447, ' 5': -2.4043255, ' 6': -2.3862636, ' 8': -1.7403516}
{' 8': -1.7629846, ' 4': -2.2417178, '\n': -2.247192, ' 6': -2.373506, ' 5': -2.3986726}
{' 8': -1.7436727, ' 4': -2.2423272, '\n': -2.2979808, ' 6': -2.3639386, ' 5': -2.3969796}
{' 8': -1.7420169, ' 4': -2.239261, '\n': -2.2682228, ' 6': -2.37636, ' 5': -2.3946803}
{' 8': -1.7479863, '\n': -2.1571946, ' 4': -2.2596624, ' 6': -2.3857017, ' 5': -2.4121623}
{' 8': -1.7648845, ' 4': -2.2333617, '\n': -2.2877784, ' 6': -2.3715703, ' 5': -2.4041305}
{'\n': -2.2621677, ' 4': -2.2397017, ' 5': -2.412147, ' 6': -2.3823123, ' 8': -1.761723}
{' 8': -1.7873881, '\n': -2.0866942, ' 4': -2.2653916, ' 6': -2.3983805, ' 5': -2.4311354}
{' 8': -1.7786655, '\n': -2.1769075, ' 4': -2.2582998, ' 6': -2.3943882, ' 5': -2.4228735}
{' 8': -1.7672776, ' 4': -2.2119844, ' 6': -2.3272722, ' 5': -2.372708, ' 9': -2.453883}
{' 8': -1.7467524, ' 4': -2.1934009, ' 6': -2.3097847, ' 5': -2.3512533, ' 9': -2.4243782}
