{' 4': -1.8759372, ' 5': -2.0415103, ' 6': -1.9434497, ' 7': -2.378564, ' 8': -1.4408824}
{' 3': -2.444367, ' 4': -1.952688, ' 5': -2.0852668, ' 6': -2.145866, ' 8': -1.5400912}
{' 8': -1.5370449, ' 4': -1.9643378, ' 5': -2.0931811, ' 6': -2.1393104, '\n': -2.4042974}
{' 8': -1.6054244, '\n': -2.0049834, ' 4': -2.0372157, ' 5': -2.1649277, ' 6': -2.2145104}
{' 8': -1.5523115, ' 4': -1.985805, ' 5': -2.1117723, ' 6': -2.1525733, '\n': -2.325732}
{' 8': -1.5757182, ' 4': -2.000299, ' 5': -2.131798, ' 6': -2.1560006, '\n': -2.2478585}
{' 8': -1.543139, ' 4': -2.0051649, ' 5': -2.1142833, ' 6': -2.1634536, '\n': -2.3310637}
{'\n': -1.750541, ' 4': -2.1069624, ' 5': -2.2053072, ' 6': -2.3064778, ' 8': -1.6364224}
{'\n': -1.5046, ' 4': -2.2060583, ' 5': -2.2846658, ' 6': -2.3885438, ' 8': -1.6842487}
{' 8': -1.6239561, '\n': -1.6523231, ' 4': -2.1350558, ' 5': -2.2086396, ' 6': -2.3042865}
{' 8': -1.5990622, '\n': -1.780307, ' 4': -2.123858, ' 5': -2.178302, ' 6': -2.289286}
{'\n': -1.8562623, ' 4': -2.0774434, ' 5': -2.1673603, ' 6': -2.2310324, ' 8': -1.5953121}
{'\n': -2.2740924, ' 4': -2.011764, ' 5': -2.109351, ' 6': -2.1544101, ' 8': -1.5434127}
{' 8': -1.5702169, ' 4': -2.0397346, ' 5': -2.1101377, ' 6': -2.1382139, '\n': -2.2112796}
{'\n': -2.2832654, ' 4': -2.017026, ' 5': -2.1053705, ' 6': -2.1608384, ' 8': -1.5407495}
{'\n': -1.6803015, ' 4': -2.1105068, ' 5': -2.2397993, ' 6': -2.324622, ' 8': -1.6539514}
{'\n': -1.6823142, ' 4': -2.14487, ' 5': -2.2050307, ' 6': -2.3017142, ' 8': -1.632808}
{'\n': -2.127682, ' 4': -2.0521414, ' 5': -2.1127322, ' 6': -2.1680987, ' 8': -1.5687182}
{' 8': -1.5829672, '\n': -1.9018959, ' 4': -2.1002448, ' 5': -2.1405432, ' 6': -2.2251217}
{'\n': -1.808584, ' 4': -2.1059778, ' 5': -2.191572, ' 6': -2.251189, ' 8': -1.6347921}
{' 8': -1.5852435, ' 4': -2.057318, '\n': -2.0773225, ' 5': -2.131161, ' 6': -2.1747212}
{' 8': -1.6093991, '\n': -1.9442399, ' 4': -2.1137927, ' 5': -2.162921, ' 6': -2.24146}
{' 8': -1.5848782, '\n': -2.0772128, ' 4': -2.08964, ' 5': -2.1463969, ' 6': -2.2186053}
{' 8': -1.4325504, ' 4': -1.9265022, ' 6': -2.0098493, ' 5': -2.0800266, ' 7': -2.4202986}
{' 4': -1.9106321, ' 5': -2.0523186, ' 6': -2.0325782, ' 7': -2.3870602, ' 8': -1.4268702}
{' 4': -1.8978037, ' 5': -2.0752368, ' 6': -2.043243, ' 7': -2.422521, ' 8': -1.4511476}
{' 8': -1.4475219, ' 4': -1.8735834, ' 5': -2.0721138, ' 6': -2.0812547, ' 7': -2.4056613}
{' 8': -1.4643233, ' 4': -1.9287817, ' 6': -2.1007235, ' 5': -2.115287, ' 7': -2.4287646}
{' 4': -1.8863174, ' 5': -2.0807047, ' 6': -2.0981293, ' 7': -2.421135, ' 8': -1.4693166}
{' 8': -1.4658837, ' 4': -1.9261144, ' 6': -2.0985548, ' 5': -2.1108518, ' 7': -2.4323227}
{' 4': -1.9476118, ' 5': -2.1393747, ' 6': -2.170049, ' 7': -2.4378471, ' 8': -1.4449719}
{' 8': -1.4752814, ' 4': -1.9539477, ' 6': -2.1185834, ' 5': -2.136392, ' 7': -2.418695}
{' 8': -1.4720473, ' 4': -1.9557444, ' 6': -2.1161466, ' 5': -2.1179273, ' 7': -2.413861}
{' 8': -1.4571651, ' 4': -1.9201634, ' 5': -2.1026328, ' 6': -2.1490138, ' 7': -2.368024}
{' 8': -1.4987258, ' 4': -1.8918208, ' 5': -2.0885315, ' 6': -2.1025083, ' 3': -2.4321814}
{' 8': -1.4335221, ' 4': -1.9252517, ' 5': -2.1065834, ' 6': -2.106858, ' 7': -2.3704882}
{' 4': -1.8887691, ' 5': -2.1284673, ' 6': -2.1712627, ' 7': -2.3843336, ' 8': -1.4434261}
{' 4': -1.9407935, ' 5': -2.1056132, ' 6': -2.1014793, ' 7': -2.3694224, ' 8': -1.449062}
{' 4': -1.9845707, ' 5': -2.1412241, ' 6': -2.1220362, ' 7': -2.4314063, ' 8': -1.483987}
{' 8': -1.4404539, ' 4': -1.8931773, ' 5': -2.0894263, ' 6': -2.0921674, ' 7': -2.408401}
{' 4': -1.85288, ' 5': -2.0786195, ' 6': -2.0791268, ' 7': -2.3573365, ' 8': -1.3932958}
{' 8': -1.4006335, ' 4': -1.8457323, ' 5': -2.0787876, ' 6': -2.1281812, ' 7': -2.3685288}
{' 4': -1.8763628, ' 5': -2.0819483, ' 6': -2.118458, ' 7': -2.4176886, ' 8': -1.4861003}
{' 4': -1.8762536, ' 5': -2.0664334, ' 6': -2.1097121, ' 7': -2.3720908, ' 8': -1.4462295}
{' 4': -1.8247575, ' 5': -2.0763757, ' 6': -2.1211326, ' 7': -2.3724785, ' 8': -1.4324473}
{' 8': -1.4836987, ' 4': -1.8535156, ' 5': -2.062992, ' 6': -2.0948439, ' 7': -2.3694592}
{' 4': -1.8803127, ' 5': -2.0754783, ' 6': -2.075218, ' 7': -2.405882, ' 8': -1.4755657}
{' 4': -1.8595439, ' 5': -2.0660515, ' 6': -2.084864, ' 7': -2.374015, ' 8': -1.3943282}
{' 4': -1.8698868, ' 5': -2.0577686, ' 6': -2.078055, ' 7': -2.4169154, ' 8': -1.4426312}
{' 8': -1.4389368, ' 4': -1.833737, ' 5': -2.0511975, ' 6': -2.0946708, ' 7': -2.3835638}
{' 8': -1.423616, ' 4': -1.8348203, ' 5': -2.058352, ' 6': -2.1204162, ' 7': -2.375565}
{' 8': -1.405063, ' 4': -1.8705821, ' 5': -2.067958, ' 6': -2.0837111, ' 7': -2.3756716}
{' 8': -1.4507245, ' 4': -1.9079589, ' 6': -2.062211, ' 5': -2.078103, ' 7': -2.4141245}
{' 8': -1.4613768, ' 4': -1.9108233, ' 6': -2.0660732, ' 5': -2.0718827, ' 7': -2.39418}
{' 4': -1.9134946, ' 5': -2.0928223, ' 6': -2.094026, ' 7': -2.392055, ' 8': -1.4382156}
{' 4': -1.8672594, ' 5': -2.0763452, ' 6': -2.0753016, ' 7': -2.4038749, ' 8': -1.4183955}
{' 4': -1.8539263, ' 5': -2.0914607, ' 6': -2.1027896, ' 7': -2.4039426, ' 8': -1.4055076}
{' 4': -1.8126432, ' 5': -2.0996351, ' 6': -2.1699889, ' 7': -2.3649905, ' 8': -1.3755599}
{' 4': -1.8482366, ' 5': -2.1073766, ' 6': -2.188292, ' 7': -2.3873916, ' 8': -1.399528}
{' 8': -1.4112722, ' 4': -1.8612642, ' 5': -2.1102495, ' 6': -2.1576395, ' 7': -2.4060585}
{' 8': -1.4300807, ' 4': -1.8725827, ' 5': -2.128544, ' 6': -2.1928093, ' 7': -2.420066}
{' 4': -1.8618283, ' 5': -2.0878756, ' 6': -2.1607478, ' 7': -2.4130661, ' 8': -1.4328903}
{' 4': -1.8718786, ' 5': -2.133377, ' 6': -2.208169, ' 7': -2.4067032, ' 8': -1.4359789}
{' 8': -1.4145113, ' 4': -1.8391035, ' 5': -2.10544, ' 6': -2.1450317, ' 7': -2.4009674}
{' 4': -1.8316588, ' 5': -2.1052766, ' 6': -2.1358275, ' 7': -2.3783212, ' 8': -1.3700415}
{' 8': -1.4336699, ' 4': -1.8739744, ' 6': -2.1108723, ' 5': -2.1122532, ' 7': -2.4154997}
{' 4': -1.8293003, ' 5': -2.0764976, ' 6': -2.139917, ' 7': -2.3780646, ' 8': -1.4076877}
{' 8': -1.4173044, ' 4': -1.8380877, ' 5': -2.0575824, ' 6': -2.1085477, ' 7': -2.3917089}
{' 8': -1.4212708, ' 4': -1.8643832, ' 6': -2.0843158, ' 5': -2.097714, ' 7': -2.417066}
{' 8': -1.4289501, ' 4': -1.8206946, ' 5': -2.0614765, ' 6': -2.0843399, ' 7': -2.3811576}
{' 8': -1.4447564, ' 4': -1.8910292, ' 6': -2.0735016, ' 5': -2.1059656, ' 7': -2.4153938}
{' 4': -1.8888674, ' 5': -2.0901432, ' 6': -2.0968208, ' 7': -2.4007502, ' 8': -1.3956966}
{' 4': -1.8528572, ' 5': -2.0976331, ' 6': -2.1043298, ' 7': -2.4050748, ' 8': -1.395763}
{' 4': -1.8459834, ' 5': -2.072731, ' 6': -2.0864458, ' 7': -2.3993404, ' 8': -1.4011449}
{' 8': -1.4039179, ' 4': -1.8768966, ' 5': -2.0805748, ' 6': -2.1143987, ' 7': -2.4026515}
{' 8': -1.4115825, ' 4': -1.8591436, ' 5': -2.07379, ' 6': -2.1026015, ' 7': -2.4024825}
{' 4': -1.837029, ' 5': -2.0784724, ' 6': -2.0975785, ' 7': -2.3889468, ' 8': -1.4037479}
{' 4': -1.8373588, ' 5': -2.0766375, ' 6': -2.0767748, ' 7': -2.397422, ' 8': -1.4364046}
{' 4': -1.8529332, ' 5': -2.0948415, ' 6': -2.1043353, ' 7': -2.3826382, ' 8': -1.4159539}
{' 8': -1.401269, ' 4': -1.89314, ' 5': -2.0799856, ' 6': -2.0928812, ' 7': -2.3998766}
{' 4': -1.8874086, ' 5': -2.0937455, ' 6': -2.1235602, ' 7': -2.4133296, ' 8': -1.4266447}
{' 4': -1.8643944, ' 5': -2.10592, ' 6': -2.1203034, ' 7': -2.4035876, ' 8': -1.4434865}
{' 4': -1.9124981, ' 5': -2.1442525, ' 6': -2.1077163, ' 7': -2.4180229, ' 8': -1.4477268}
{' 8': -1.4038754, ' 4': -1.8859652, ' 5': -2.0695636, ' 6': -2.0897005, ' 7': -2.3774145}
{' 4': -1.9053153, ' 5': -2.129584, ' 6': -2.068093, ' 7': -2.4186027, ' 8': -1.4729688}
{' 4': -1.8866636, ' 5': -2.0967505, ' 6': -2.0766478, ' 7': -2.3814223, ' 8': -1.4415686}
{' 4': -1.9343237, ' 5': -2.1428618, ' 6': -2.0896964, ' 7': -2.4117408, ' 8': -1.4394392}
{' 8': -1.4627365, ' 4': -1.8718152, ' 5': -2.06708, ' 6': -2.1182752, ' 3': -2.4057508}
{' 4': -1.8639191, ' 5': -2.0530136, ' 6': -2.1307771, ' 7': -2.392868, ' 8': -1.4574258}
{' 4': -1.8591795, ' 5': -2.0712993, ' 6': -2.1414852, ' 7': -2.4150572, ' 8': -1.4738044}
{' 8': -1.477303, ' 4': -1.8652185, ' 5': -2.0787377, ' 6': -2.1724496, ' 7': -2.4195752}
{' 4': -1.8693458, ' 5': -2.116872, ' 6': -2.154219, ' 7': -2.425193, ' 8': -1.4704049}
{' 8': -1.4431944, ' 4': -1.8201799, ' 5': -2.0676184, ' 6': -2.1692991, ' 7': -2.3978262}
{' 8': -1.472384, ' 4': -1.8687739, ' 5': -2.103985, ' 6': -2.1490302, ' 7': -2.4264884}
{' 4': -1.868189, ' 5': -2.1243486, ' 6': -2.1986427, ' 7': -2.4328272, ' 8': -1.4811326}
{' 4': -1.8953031, ' 5': -2.132831, ' 6': -2.17186, ' 7': -2.4241688, ' 8': -1.4736063}
{' 8': -1.4302938, ' 4': -1.8477972, ' 5': -2.104103, ' 6': -2.1573102, ' 7': -2.3890922}
{' 4': -1.8922241, ' 5': -2.1337843, ' 6': -2.1813316, ' 7': -2.4296513, ' 8': -1.4811494}
{' 8': -1.478262, ' 4': -1.8807154, ' 5': -2.1182013, ' 6': -2.1786623, ' 7': -2.4189408}
{' 8': -1.4681431, ' 4': -1.8830172, ' 5': -2.1241996, ' 6': -2.1597161, ' 7': -2.4238725}
{' 8': -1.4769144, ' 4': -1.8826542, ' 5': -2.1060276, ' 6': -2.1638393, ' 7': -2.4290946}
{' 8': -1.4997318, ' 4': -1.8959854, ' 5': -2.1144855, ' 6': -2.1539593, ' 7': -2.431938}
{' 4': -1.8823473, ' 5': -2.1163123, ' 6': -2.149012, ' 7': -2.4171793, ' 8': -1.4659685}
{' 4': -1.8807937, ' 5': -2.118971, ' 6': -2.1622345, ' 7': -2.415621, ' 8': -1.482463}
{' 8': -1.4444678, ' 4': -1.8486904, ' 5': -2.097109, ' 6': -2.1569445, ' 7': -2.3978083}
{' 8': -1.5144781, ' 4': -1.9101539, ' 5': -2.1332765, ' 6': -2.2106261, ' 7': -2.4423738}
{' 8': -1.5014503, ' 4': -1.9011638, ' 5': -2.1346242, ' 6': -2.223049, ' 7': -2.43814}
{' 8': -1.4877301, ' 4': -1.8868313, ' 5': -2.1152563, ' 6': -2.1786985, ' 7': -2.4011629}
{' 8': -1.4126925, ' 4': -1.8444982, ' 5': -2.0810122, ' 6': -2.1403596, ' 7': -2.3599086}
{' 8': -1.5009443, ' 4': -1.9120599, ' 5': -2.1323588, ' 6': -2.1932538, ' 7': -2.438265}
{' 4': -1.8896503, ' 5': -2.119813, ' 6': -2.1674194, ' 7': -2.4154816, ' 8': -1.4750872}
{' 8': -1.4654795, ' 4': -1.8836876, ' 5': -2.1122518, ' 6': -2.155376, ' 7': -2.4291875}
{' 3': -2.4209573, ' 4': -1.8867918, ' 5': -2.0984876, ' 6': -2.1326532, ' 8': -1.471359}
{' 4': -1.9117702, ' 5': -2.116835, ' 6': -2.1293728, ' 7': -2.432119, ' 8': -1.4867091}
{' 4': -1.9076709, ' 5': -2.119972, ' 6': -2.150834, ' 7': -2.430596, ' 8': -1.476589}
{' 4': -1.896693, ' 5': -2.1025856, ' 6': -2.112539, ' 7': -2.420142, ' 8': -1.461705}
{' 3': -2.4180036, ' 4': -1.8888183, ' 5': -2.1030467, ' 6': -2.092747, ' 8': -1.456963}
{' 4': -1.9063476, ' 5': -2.0991538, ' 6': -2.1172223, ' 7': -2.413602, ' 8': -1.4759982}
{' 8': -1.4692687, ' 4': -1.9023846, ' 5': -2.1201344, ' 6': -2.1339188, ' 7': -2.4243813}
{' 8': -1.4844944, ' 4': -1.8926368, ' 6': -2.0643752, ' 5': -2.0954783, ' 3': -2.4027312}
{' 3': -2.3819885, ' 4': -1.8681468, ' 5': -2.0751562, ' 6': -2.0819051, ' 8': -1.4864358}
{' 8': -1.5077093, ' 4': -1.8772103, ' 5': -2.0861442, ' 6': -2.0876777, ' 3': -2.381461}
{' 8': -1.4832181, ' 4': -1.8585205, ' 5': -2.0802927, ' 6': -2.1224306, ' 3': -2.392738}
{' 8': -1.5006634, ' 4': -1.8922622, ' 6': -2.0943544, ' 5': -2.1078308, ' 3': -2.4037244}
{' 3': -2.376902, ' 4': -1.8603758, ' 5': -2.084024, ' 6': -2.0916524, ' 8': -1.488977}
{' 3': -2.3884864, ' 4': -1.8713737, ' 5': -2.0919108, ' 6': -2.088347, ' 8': -1.5121807}
{' 8': -1.4835998, ' 4': -1.8767616, ' 5': -2.1026766, ' 6': -2.1261532, ' 3': -2.4022944}
{' 3': -2.404981, ' 4': -1.8681719, ' 5': -2.0891962, ' 6': -2.0769503, ' 8': -1.4733907}
{' 3': -2.3760822, ' 4': -1.8549469, ' 5': -2.0717256, ' 6': -2.0749986, ' 8': -1.4776103}
{' 8': -1.5006362, ' 4': -1.874013, ' 6': -2.0622551, ' 5': -2.0901995, ' 3': -2.3915036}
{' 3': -2.3711748, ' 4': -1.8558434, ' 5': -2.0788677, ' 6': -2.067519, ' 8': -1.4676921}
{' 8': -1.4891207, ' 4': -1.8697646, ' 6': -2.049617, ' 5': -2.0877163, ' 3': -2.3974326}
{' 8': -1.4774189, ' 4': -1.8574152, ' 6': -2.0475187, ' 5': -2.0839605, ' 3': -2.3667727}
{' 8': -1.4984882, ' 4': -1.8763778, ' 6': -2.0711102, ' 5': -2.0926661, ' 3': -2.402889}
{' 8': -1.47538, ' 4': -1.8929825, ' 6': -2.0489635, ' 5': -2.072919, ' 3': -2.3976068}
{' 3': -2.4257655, ' 4': -1.9168515, ' 5': -2.1131234, ' 6': -2.07552, ' 8': -1.509686}
{' 3': -2.4189405, ' 4': -1.9501675, ' 5': -2.0845108, ' 6': -2.0884657, ' 8': -1.5094967}
{' 3': -2.4289556, ' 4': -1.9611449, ' 5': -2.0956368, ' 6': -2.103869, ' 8': -1.5424055}
{' 3': -2.407811, ' 4': -1.8999146, ' 5': -2.0990572, ' 6': -2.0912998, ' 8': -1.4989059}
{' 3': -2.4128337, ' 4': -1.905329, ' 5': -2.1022055, ' 6': -2.0662901, ' 8': -1.512978}
{' 3': -2.3850043, ' 4': -1.8919194, ' 5': -2.1020072, ' 6': -2.0481627, ' 8': -1.4929649}
{' 8': -1.5276545, ' 4': -1.9067699, ' 6': -2.0700836, ' 5': -2.1036797, ' 3': -2.400712}
{' 3': -2.4332612, ' 4': -1.9357712, ' 5': -2.107419, ' 6': -2.0477362, ' 8': -1.5058461}
{' 8': -1.5043405, ' 4': -1.9301312, ' 6': -2.0971062, ' 5': -2.12165, ' 3': -2.4546275}
{' 8': -1.5162373, ' 4': -1.9162159, ' 6': -2.0718298, ' 5': -2.11341, ' 3': -2.4231977}
{' 3': -2.4206154, ' 4': -1.9058563, ' 5': -2.1060507, ' 6': -2.0697422, ' 8': -1.5135348}
{' 3': -2.4375315, ' 4': -1.9296092, ' 5': -2.09994, ' 6': -2.0413883, ' 8': -1.5060719}
{' 3': -2.4440348, ' 4': -1.9305948, ' 5': -2.1188176, ' 6': -2.0729315, ' 8': -1.5092909}
{' 8': -1.4854419, ' 4': -1.9212482, ' 6': -2.0285375, ' 5': -2.084605, ' 3': -2.4404495}
{' 8': -1.5057827, ' 4': -1.9273659, ' 6': -2.0583072, ' 5': -2.1094673, ' 3': -2.425981}
{' 4': -1.9209933, ' 5': -2.08464, ' 6': -2.063088, ' 7': -2.430207, ' 8': -1.4665295}
{' 8': -1.3585112, ' 4': -1.7742558, ' 5': -2.0004218, ' 6': -2.1521075, ' 7': -2.346432}
{' 8': -1.3751715, ' 4': -1.780899, ' 5': -1.9904175, ' 6': -2.1513119, ' 7': -2.3541572}
{' 8': -1.446894, ' 4': -1.8115869, ' 5': -2.0306067, ' 6': -2.1927817, ' 7': -2.4212496}
{' 8': -1.4491948, ' 4': -1.866231, ' 5': -2.0703135, ' 6': -2.241929, '\n': -2.4403067}
{' 8': -1.3843054, ' 4': -1.8027985, ' 5': -2.0269597, ' 6': -2.1867738, ' 7': -2.388694}
{' 8': -1.4794722, ' 4': -1.8491201, ' 5': -2.0487795, ' 6': -2.180911, ' 7': -2.4159632}
{' 4': -1.8344868, ' 5': -2.0611522, ' 6': -2.2131822, ' 7': -2.4196415, ' 8': -1.4416122}
{' 4': -1.8601574, ' 5': -2.0703824, ' 6': -2.2400706, ' 7': -2.412491, ' 8': -1.4086478}
{' 4': -1.845743, ' 5': -2.0555582, ' 6': -2.238637, ' 7': -2.4160573, ' 8': -1.4525907}
{' 8': -1.4832045, ' 4': -1.8719614, ' 5': -2.0340583, ' 6': -2.186549, '\n': -2.3736084}
{' 8': -1.4981674, ' 4': -1.8827024, ' 5': -2.043012, ' 6': -2.171302, ' 7': -2.4331841}
{'\n': -2.3642025, ' 4': -1.855692, ' 5': -2.0548737, ' 6': -2.2367508, ' 8': -1.4580109}
{' 8': -1.4921894, ' 4': -1.8781081, ' 5': -2.0508118, ' 6': -2.1635914, ' 7': -2.4337263}
{'\n': -2.3044755, ' 4': -1.8712329, ' 5': -2.0779607, ' 6': -2.2485151, ' 8': -1.4703349}
{'\n': -2.2630427, ' 4': -1.8783295, ' 5': -2.1115258, ' 6': -2.2431102, ' 8': -1.5275012}
{' 8': -1.4650185, ' 4': -1.8486941, ' 5': -2.0788436, ' 6': -2.244678, '\n': -2.4212868}
{' 4': -1.8510358, ' 5': -2.057491, ' 6': -2.2115524, ' 7': -2.388294, ' 8': -1.4443929}
{' 8': -1.448162, ' 4': -1.8248557, ' 5': -2.0301743, ' 6': -2.166566, ' 7': -2.410509}
{'\n': -2.3154895, ' 4': -1.8749348, ' 5': -2.086911, ' 6': -2.2028425, ' 8': -1.5131624}
{'\n': -2.1292653, ' 4': -1.8954253, ' 5': -2.087189, ' 6': -2.276542, ' 8': -1.4673445}
{' 4': -1.8635547, ' 5': -2.05031, ' 6': -2.154514, ' 7': -2.42012, ' 8': -1.4668977}
{' 8': -1.4310819, ' 4': -1.8627645, ' 5': -2.0620434, ' 6': -2.247143, '\n': -2.3612711}
{' 8': -1.4978461, ' 4': -1.8731922, ' 5': -2.0451188, ' 6': -2.1405797, ' 7': -2.4281719}
{' 4': -1.815071, ' 5': -2.0457017, ' 6': -2.199721, ' 7': -2.4202297, ' 8': -1.4676453}
{'\n': -2.2583995, ' 4': -1.9134021, ' 5': -2.085624, ' 6': -2.2042804, ' 8': -1.5083346}
{'\n': -2.2386205, ' 4': -1.8906524, ' 5': -2.0929334, ' 6': -2.2141235, ' 8': -1.5317799}
{' 8': -1.5322849, ' 4': -1.9246389, ' 5': -2.0968869, ' 6': -2.2055056, '\n': -2.2158928}
{' 8': -1.4788872, ' 4': -1.8742883, ' 5': -2.0772207, ' 6': -2.2594404, '\n': -2.2612007}
{'\n': -2.2877214, ' 4': -1.9136759, ' 5': -2.099831, ' 6': -2.1861367, ' 8': -1.5324427}
{' 8': -1.4898413, ' 4': -1.8486936, ' 5': -2.0678842, ' 6': -2.237457, '\n': -2.3073988}
{' 8': -1.4923368, ' 4': -1.861279, ' 5': -2.0806203, ' 6': -2.2194474, '\n': -2.3532367}
{'\n': -2.1503537, ' 4': -1.9213154, ' 5': -2.1291754, ' 6': -2.228889, ' 8': -1.5694832}
{' 4': -1.8220445, ' 5': -2.0401993, ' 6': -2.1760893, ' 7': -2.4106874, ' 8': -1.4521121}
{' 8': -1.466793, ' 4': -1.8385123, ' 5': -2.019676, ' 6': -2.1469936, ' 7': -2.4232166}
{' 8': -1.4909436, ' 4': -1.8531168, ' 5': -2.030709, ' 6': -2.158179, ' 7': -2.4579198}
{' 4': -1.8290837, ' 5': -2.0127327, ' 6': -2.187297, ' 7': -2.44197, ' 8': -1.4218676}
{' 8': -1.4956652, ' 4': -1.8636281, ' 5': -2.0492463, ' 6': -2.1663206, ' 7': -2.4592617}
{'\n': -2.2899272, ' 4': -1.8552177, ' 5': -2.0530565, ' 6': -2.274944, ' 8': -1.4481514}
{'\n': -2.40437, ' 4': -1.8639066, ' 5': -2.0326297, ' 6': -2.2173488, ' 8': -1.4511925}
{'\n': -2.2194862, ' 4': -1.8693771, ' 5': -2.0718136, ' 6': -2.2399082, ' 8': -1.4722155}
{' 4': -1.8530147, ' 5': -2.029017, ' 6': -2.15169, ' 7': -2.4217467, ' 8': -1.4646355}
{' 8': -1.4647743, ' 4': -1.8354973, ' 5': -2.0372021, ' 6': -2.163295, ' 7': -2.4193375}
{' 4': -1.8226054, ' 5': -2.033272, ' 6': -2.1891272, ' 7': -2.426984, ' 8': -1.4244559}
{' 4': -1.8159188, ' 5': -2.0117803, ' 6': -2.18027, ' 7': -2.4289932, ' 8': -1.4303234}
{' 4': -1.8855854, ' 5': -2.0410783, ' 6': -2.1399589, ' 7': -2.4496582, ' 8': -1.4974561}
{' 8': -1.4578651, ' 4': -1.7989466, ' 5': -2.0141606, ' 6': -2.1558414, ' 7': -2.4272141}
{'\n': -2.4005485, ' 4': -1.9156185, ' 5': -2.0713935, ' 6': -2.1507707, ' 8': -1.5259815}
{' 4': -1.8936478, ' 5': -2.0789008, ' 6': -2.1703935, ' 7': -2.4536512, ' 8': -1.5254111}
{'\n': -2.4149075, ' 4': -1.9025794, ' 5': -2.0648165, ' 6': -2.1575985, ' 8': -1.4903193}
{' 4': -1.8947977, ' 5': -2.05925, ' 6': -2.1372585, ' 7': -2.4422648, ' 8': -1.4926702}
{' 4': -1.8919243, ' 5': -2.0457559, ' 6': -2.1317427, ' 7': -2.4526162, ' 8': -1.5103554}
{' 8': -1.4524641, ' 4': -1.8492128, ' 5': -2.039359, ' 6': -2.175483, ' 7': -2.4416249}
{'\n': -2.3828793, ' 4': -1.9119719, ' 5': -2.0759993, ' 6': -2.1617565, ' 8': -1.515811}
{' 4': -1.8364245, ' 5': -2.055612, ' 6': -2.18348, ' 7': -2.4377286, ' 8': -1.4658399}
{' 8': -1.4891728, ' 4': -1.8708667, ' 5': -2.0668542, ' 6': -2.1723776, ' 7': -2.4358683}
{'\n': -2.3631701, ' 4': -1.9235369, ' 5': -2.097409, ' 6': -2.1718955, ' 8': -1.5196434}
{'\n': -2.3426692, ' 4': -1.9186932, ' 5': -2.0741553, ' 6': -2.1388335, ' 8': -1.5190892}
{' 8': -1.4694248, ' 4': -1.8385874, ' 5': -2.0298536, ' 6': -2.1460216, ' 7': -2.4224365}
{' 3': -2.4432955, ' 4': -1.8908796, ' 5': -2.0536003, ' 6': -2.09805, ' 8': -1.5259228}
{' 8': -1.5070362, ' 4': -1.8913488, ' 5': -2.0673597, ' 6': -2.1124535, ' 3': -2.4255552}
{' 8': -1.5441197, ' 4': -1.9292469, ' 5': -2.0992727, ' 6': -2.1611395, '\n': -2.2386875}
{' 8': -1.4706061, ' 4': -1.8147739, ' 5': -2.0293782, ' 6': -2.133719, ' 7': -2.4154046}
{' 4': -1.9126985, ' 5': -2.0779588, ' 6': -2.137325, ' 7': -2.4537208, ' 8': -1.5275133}
{' 8': -1.518624, ' 4': -1.8928345, ' 5': -2.084235, ' 6': -2.1630487, ' 7': -2.4479072}
{' 4': -1.8898332, ' 5': -2.0552573, ' 6': -2.1187074, ' 7': -2.3636348, ' 8': -1.3721445}
{' 4': -1.8721141, ' 5': -2.0558546, ' 6': -2.1600375, ' 7': -2.3459852, ' 8': -1.3742635}
{' 4': -1.8684872, ' 5': -2.0389793, ' 6': -2.1392705, ' 7': -2.3676775, ' 8': -1.3916444}
{' 8': -1.3176266, ' 4': -1.8855263, ' 5': -2.0601013, ' 6': -2.1792266, ' 7': -2.3526046}
{' 8': -1.3908389, ' 4': -1.886633, ' 5': -2.0627167, ' 6': -2.1426928, ' 7': -2.3629754}
{' 8': -1.4031372, ' 4': -1.8897077, ' 5': -2.0488033, ' 6': -2.1187592, ' 7': -2.381262}
{' 8': -1.4290698, ' 4': -1.8836529, ' 5': -2.063883, ' 6': -2.161733, ' 7': -2.3690064}
{' 4': -1.8968717, ' 5': -2.0648234, ' 6': -2.1644433, ' 7': -2.3549645, ' 8': -1.3788092}
{' 8': -1.3974696, ' 4': -1.8742229, ' 5': -2.0493042, ' 6': -2.121981, ' 7': -2.372308}
{' 4': -1.8657184, ' 5': -2.046167, ' 6': -2.1086688, ' 7': -2.4034772, ' 8': -1.412433}
{' 4': -1.8905472, ' 5': -2.0532248, ' 6': -2.0868058, ' 7': -2.4087358, ' 8': -1.4274573}
{' 4': -1.8719294, ' 5': -2.0589442, ' 6': -2.1112933, ' 7': -2.391271, ' 8': -1.4273561}
{' 4': -1.8972578, ' 5': -2.0643415, ' 6': -2.1240635, ' 7': -2.3781414, ' 8': -1.4245424}
{' 8': -1.4031961, ' 4': -1.8578526, ' 5': -2.0671566, ' 6': -2.1359298, ' 7': -2.368467}
{' 8': -1.412473, ' 4': -1.8386872, ' 5': -2.0586734, ' 6': -2.1319194, ' 7': -2.3786557}
{' 4': -1.9280243, ' 5': -2.0794563, ' 6': -2.1409009, ' 7': -2.3978503, ' 8': -1.4151688}
{' 4': -1.8788385, ' 5': -2.0387647, ' 6': -2.1005735, ' 7': -2.3783894, ' 8': -1.4059256}
{' 8': -1.4031636, ' 4': -1.85793, ' 5': -2.0427356, ' 6': -2.0956256, ' 7': -2.3919046}
