{':': -4.082746, ' 1': -3.410071, ' odd': -0.86872554, ' 0': -2.3384464, ' even': -1.0354984}
{' ': -6.4623423, ':': -5.340907, ' Even': -5.7481422, ' 0': -5.588655, ' even': -0.020676745}
{' Odd': -2.8331416, ' 1': -5.353294, ' odd': -0.12250019, ' 0': -5.2096286, ' even': -3.544846}
{' even': -0.01606997, ' 0': -5.751259, ' Even': -5.8020616, ':': -6.12498, ' odd': -6.6310463}
{' Odd': -4.46974, ':': -6.976663, ' 1': -6.681448, ' odd': -0.034794267, ' even': -4.034945}
{' even': -0.07694999, ' odd': -3.9273117, ' 0': -4.438448, ':': -4.4437804, ' Even': -4.904325}
{' odd': -0.20263891, ' even': -2.2474747, ' Odd': -2.902469, ':': -5.003832, ' Even': -5.8383393}
{' <': -3.6503654, ':': -2.671144, ' odd': -2.049133, ' 0': -2.5759053, ' even': -0.54425406}
{' odd': -0.043570366, ' Odd': -3.6793935, ' even': -4.491898, ':': -6.8068385, ' an': -6.857829}
{':': -2.4947584, ' 1': -1.685293, ' odd': -1.8899546, ' 0': -1.169053, ' even': -2.690027}
{' ': -5.645342, ':': -4.0666122, ' Even': -4.493988, ' 0': -5.1319237, ' even': -0.05501869}
{' Odd': -2.9349868, ' 1': -4.2380047, ' odd': -0.13923348, ' 0': -4.532989, ' even': -4.1291084}
{' even': -0.030755779, ' 0': -3.9156444, ' Even': -6.3615546, ' zero': -6.4764776, ' 4': -6.704284}
{' Odd': -4.4265823, ' 1': -3.4825647, ' odd': -0.15142062, ' 0': -3.907273, ' even': -2.711299}
{' Odd': -3.4490478, ':': -3.0338619, ' Even': -3.5966976, ' odd': -1.391552, ' even': -0.6041183}
{' Odd': -3.3862853, ' ': -4.5068345, ':': -4.172629, ' odd': -0.5833382, ' even': -1.0345501}
{' ': -4.397135, ':': -2.616944, ' Even': -3.7182322, ' 0': -2.4889448, ' even': -0.29021922}
{' odd': -0.15109625, ' even': -2.0375843, ' Odd': -5.63028, ' ': -6.629499, ':': -7.1087804}
{' even': -0.73664397, ' odd': -1.2994235, ' 0': -2.282184, ' 1': -2.6366827, ':': -3.6150198}
{' ': -6.163328, ':': -5.8870506, ' Even': -5.6184697, ' 0': -4.392812, ' even': -0.030534836}
{' odd': -0.04787604, ' even': -4.1522164, ' Odd': -4.686153, ' 1': -5.0177617, ' 0': -5.0332704}
{':': -3.4181473, ' Even': -3.8831608, ' odd': -3.350691, ' 0': -2.007399, ' even': -0.34164086}
{' odd': -0.14330557, ' even': -3.103278, ' Odd': -3.2872646, ':': -4.2837267, ' 0': -4.928059}
{' ': -5.4785585, ':': -4.527672, ' Even': -4.9487934, ' odd': -4.880048, ' even': -0.04867481}
{' odd': -0.40937456, ':': -2.863125, ' ': -3.0107586, ' even': -3.13118, ' 1': -3.188454}
{':': -4.073548, ' Even': -4.423466, ' odd': -3.527232, ' 0': -4.354468, ' even': -0.102062844}
{' Odd': -4.3126774, ':': -5.565028, ' 1': -6.313921, ' odd': -0.11098125, ' even': -2.580229}
{':': -2.5052142, ' 1': -2.7927527, ' odd': -0.9775347, ' 0': -2.6252837, ' even': -1.1376098}
{' even': -0.083106756, ' 0': -3.4358382, ':': -4.4596553, ' Even': -4.804996, ' 1': -5.298196}
{' Odd': -3.6131742, ' ': -5.382195, ':': -4.585431, ' odd': -0.08690268, ' even': -4.156475}
{'\n': -6.380622, ' ': -6.2902813, ':': -5.3547497, ' Even': -5.338916, ' even': -0.022994148}
{' odd': -0.2378271, ' Odd': -2.6846156, ' 0': -3.0556657, ' even': -3.4685578, ' 1': -3.4808078}
{':': -3.2210882, ' Even': -3.6511865, ' odd': -1.5879965, ' 0': -2.4856424, ' even': -0.6582451}
{' Odd': -5.1758413, ' ': -5.40006, ' Even': -5.495811, ' odd': -1.2223562, ' even': -0.40449366}
{' even': -0.08903885, ' odd': -3.4207869, ':': -4.3395195, ' 0': -4.6492076, ' Even': -5.0390573}
{' Odd': -4.114499, ':': -5.6233397, ' "': -5.8602195, ' odd': -0.18300192, ' even': -2.054145}
{':': -2.7420526, ' 1': -2.7556195, ' odd': -1.0847336, ' 0': -2.3762872, ' even': -1.2766213}
{' even': -0.011015144, ' Even': -5.6281786, ':': -6.1143837, ' ': -7.0161495, ' odd': -7.2432156}
{' odd': -0.072627544, ' even': -3.4173338, ' Odd': -3.9651282, ':': -5.3301377, ' 1': -5.819415}
{':': -3.3055847, ' 1': -3.1768863, ' odd': -2.0921848, ' 0': -1.1533401, ' even': -0.97107106}
{' Odd': -3.7713618, ' 1': -3.2970932, ' odd': -0.40681824, ' 0': -4.430057, ' even': -1.4361093}
{':': -4.731747, ' 1': -5.050468, ' odd': -1.9877491, ' 0': -3.0538483, ' even': -0.27434167}
{' odd': -0.64043224, ' even': -0.96367055, ' Odd': -3.380331, ':': -4.544201, ' 0': -4.5574536}
{' even': -0.02398426, ' Even': -4.817237, ':': -5.041621, ' ': -6.1431737, ' an': -6.5244017}
{' odd': -0.11838741, ' even': -2.6217918, ' Odd': -4.1831026, ':': -5.117649, ' ': -5.839364}
{' even': -0.82039696, ' odd': -1.7585074, ' 0': -2.4125857, ':': -3.1222167, ' left': -3.4579396}
{':': -3.5040553, ' Even': -4.1895514, ' odd': -3.9799461, ' 0': -2.4111474, ' even': -0.22556236}
{' odd': -0.041355018, ' Odd': -3.8041322, ' even': -5.231547, ':': -5.9975085, ' 1': -6.479797}
{' ': -6.2414527, ':': -6.047069, ' Even': -5.7204633, ' odd': -7.1595902, ' even': -0.011862407}
{' odd': -0.3138272, ' even': -1.8478409, ' Odd': -2.998918, ' 0': -3.7412696, ' 1': -4.6036105}
{':': -4.585158, ' Even': -4.604197, ' odd': -3.1219277, ' 0': -4.733869, ' even': -0.100766785}
{' Odd': -4.0801754, ':': -4.083557, ' odd': -0.9917203, ' 0': -4.0894833, ' even': -0.6353798}
{':': -3.9634602, ' an': -5.0213504, ' Even': -4.4071984, ' 0': -4.2572546, ' even': -0.08629457}
{' Odd': -4.307397, ' 1': -3.643077, ' odd': -0.60247606, ' 0': -4.6324987, ' even': -0.9839964}
{':': -3.5225194, ' 1': -3.6174574, ' odd': -0.86256725, ' 0': -3.9981732, ' even': -0.8004621}
{' even': -0.39155436, ' 0': -1.5290446, ' 1': -3.8478844, ':': -3.860276, ' zero': -4.0795283}
{' Odd': -3.894527, ' ': -6.6950502, ':': -6.683121, ' odd': -0.033196885, ' even': -5.496925}
{' even': -0.019784475, ' Even': -5.4157166, ':': -5.6746144, ' 0': -5.685692, ' odd': -6.7324166}
{' odd': -0.5718653, ' even': -1.4802994, ' 0': -2.7306893, ' 1': -3.5179462, ' Odd': -3.6798143}
{':': -4.16603, ' an': -5.4744396, ' Even': -3.5855799, ' odd': -3.6765316, ' even': -0.10710629}
{' odd': -0.53687054, ' even': -1.1604677, ' Odd': -3.373057, ':': -4.212829, ' 0': -4.282395}
{':': -2.2721305, ' Even': -3.5289998, ' odd': -2.2063184, ' 0': -3.118552, ' even': -0.47918177}
{' Odd': -4.617858, ':': -6.587194, ' an': -6.608422, ' odd': -0.23466182, ' even': -1.6583716}
{' even': -0.43129686, ' odd': -1.1942096, ' 1': -4.326554, ':': -4.8966775, ' 0': -5.0800934}
{' even': -0.54441977, ' odd': -1.822904, ' 0': -2.766026, ':': -3.0967946, ' Even': -3.655699}
{' odd': -0.020812754, ' Odd': -4.458018, ' 1': -6.306474, ' even': -6.7031636, ' neither': -6.902208}
{':': -4.986263, ' Even': -4.3146462, ' odd': -4.6680245, ' 0': -4.3718247, ' even': -0.060841303}
{' Odd': -3.6975598, ' 1': -5.0827875, ' odd': -0.164019, ' 0': -5.179361, ' even': -2.3147607}
{':': -5.163299, ' Even': -4.311733, ' odd': -4.1243873, ' 0': -4.6443143, ' even': -0.064734}
{' odd': -0.5244602, ' even': -1.0486407, ' Odd': -3.856217, ':': -4.860122, ' ': -5.327335}
{' even': -0.41294044, ' 0': -1.6741738, ':': -2.785438, ' odd': -4.21185, ' ': -4.348583}
{' odd': -0.22355174, ' Odd': -2.8844182, ' even': -3.0989752, ':': -3.7254941, '\n': -4.6807823}
{' left': -2.4893703, ' odd': -1.7913876, ' 0': -2.6139574, ' even': -0.92795944, ' Left': -2.9446192}
{' even': -0.027746521, ' 0': -4.5055313, ':': -5.5490146, ' Even': -6.237195, ' 1': -6.33064}
{' Odd': -3.560259, ' 1': -4.687967, ' odd': -0.1275898, ' 0': -4.93218, ' even': -2.954349}
{':': -5.369825, ' Even': -4.94113, ' EVEN': -6.421238, ' odd': -5.382571, ' even': -0.026407015}
{' Odd': -3.452225, ':': -6.5118265, ' 1': -6.4088655, ' odd': -0.085622415, ' even': -3.1569781}
{':': -3.9615061, ' Even': -4.560139, ' odd': -3.5515857, ' 0': -4.613016, ' even': -0.097140916}
{' Odd': -3.6145627, ' ': -3.1484075, ':': -2.745649, ' odd': -0.3789222, ' even': -2.7824934}
{' ': -5.9486485, ':': -5.0751467, ' an': -5.9144187, ' Even': -4.971033, ' even': -0.028210899}
{' odd': -1.0241497, ' even': -1.7087599, ':': -2.0980957, ' 1': -2.7677364, ' 0': -2.9690988}
{' odd': -0.9338819, ' even': -1.1145194, ' 0': -2.5745287, ':': -3.1389837, ' 1': -3.4348536}
{' 0': -1.4700305, ' odd': -1.9705025, ' even': -1.9749858, ' left': -2.3885696, ' 1': -2.6234376}
{' Odd': -2.910249, ' 1': -5.665707, ' odd': -0.10610354, ' 0': -6.0025244, ' even': -3.5815356}
{' even': -0.035637595, ' 0': -4.5132136, ' Even': -5.0479913, ':': -5.219665, ' ': -5.963555}
{' odd': -0.2194309, ' even': -2.032869, ' Odd': -3.6217477, ' 1': -4.507527, ' 0': -4.5682487}
{'\n': -6.1198697, ':': -5.265681, ' Even': -5.3249617, ' odd': -4.669727, ' even': -0.031010093}
{' Odd': -4.94923, ':': -5.7286854, ' odd': -0.7414495, ' neither': -6.1537485, ' even': -0.6991198}
{' ': -5.620971, ':': -6.109825, ' an': -5.666993, ' odd': -5.678383, ' even': -0.023903865}
{' Odd': -2.3667865, ':': -3.5726504, ' 1': -4.503468, ' odd': -0.34633875, ' even': -2.2657514}
{' left': -3.0841427, ' 1': -3.0870197, ' odd': -1.403306, ' 0': -2.0146723, ' even': -0.9655599}
{' ': -6.659943, ':': -6.221211, ' Even': -5.938687, ' 0': -6.0855913, ' even': -0.013017528}
{' Odd': -4.6851254, ' 1': -4.434127, ' odd': -0.116308585, ' 0': -4.655512, ' even': -2.8262103}
{' even': -0.005274931, ' Even': -6.1624045, ' odd': -7.0897813, ' ': -7.5738235, ':': -7.772467}
{' odd': -0.2416619, ' even': -2.5349703, ' 1': -2.7040393, ' Odd': -3.550362, ' 0': -3.8486125}
{':': -4.591483, ' Even': -4.084732, ' odd': -4.2314844, ' 0': -5.1276364, ' even': -0.06925402}
{' odd': -0.4285625, ' even': -1.1561435, ' Odd': -4.1847687, ' Even': -5.6899066, ' ': -5.736087}
{' even': -0.05227933, ':': -4.4795403, ' 0': -4.684465, ' Even': -4.9846168, ' odd': -5.01699}
{' odd': -0.24176985, ' even': -1.7219144, ' Odd': -4.086693, ' Even': -5.7559543, ' ': -6.0358624}
{' even': -1.1085526, ' odd': -1.5940961, ' 0': -1.7397333, ' 1': -2.1144664, ':': -2.736799}
{' even': -0.061293494, ' 0': -3.5724494, ':': -4.264441, ' Even': -5.315932, ' EVEN': -6.038301}
{' odd': -0.7322483, ' even': -1.863654, ':': -2.2729406, ' Odd': -2.7528849, ' O': -3.525315}
{':': -4.3268733, ' Even': -4.2392116, ' EVEN': -4.564324, ' odd': -3.1687512, ' even': -0.15009075}
{' Odd': -4.1500793, ' 1': -2.9051435, ' odd': -0.6651706, ' 0': -2.4232664, ' even': -1.2034874}
{':': -4.421188, ' Even': -4.494608, ' odd': -3.5316823, ' 0': -3.7920535, ' even': -0.116791986}
{' Odd': -4.594819, ' ': -5.127282, ' Even': -5.495328, ' odd': -1.0623564, ' even': -0.48815095}
{' even': -0.060286693, ':': -4.5778427, ' odd': -4.6752586, ' Even': -5.01519, ' ': -5.076975}
{'\n': -6.5226464, ' Odd': -3.8109396, ':': -5.4943485, ' odd': -0.044562273, ' even': -4.6856303}
{':': -4.1222076, ' 1': -3.316652, ' odd': -1.022558, ' 0': -2.3835437, ' even': -0.97674346}
{':': -4.044104, ' Even': -4.3154283, ' odd': -4.5201344, ' 0': -3.7902143, ' even': -0.10117244}
{' odd': -0.10066665, ' even': -3.160999, ' Odd': -3.5889869, ':': -4.9871554, ' O': -6.1434093}
{' even': -0.01707066, ':': -5.613038, ' Even': -5.6703463, ' odd': -5.9245043, ' 0': -6.3621593}
{' even': -0.682868, ' odd': -0.80190563, ' Odd': -4.1334066, ' 1': -4.7820997, ' Even': -5.271632}
{' even': -0.07635196, ' odd': -3.4616144, ' Even': -4.704293, ':': -4.8108516, ' 0': -5.0548544}
{' even': -0.3711206, ' odd': -1.3051653, ' Odd': -4.547963, ' Even': -5.2743454, ':': -5.279567}
{' even': -0.3234293, ' 0': -1.7041256, ' odd': -3.4967709, ':': -3.7434711, ' 1': -4.564069}
{' Odd': -2.9891186, ':': -2.2273874, ' odd': -0.65944695, ' 0': -3.1037502, ' even': -2.6147025}
{':': -2.908211, ' 1': -2.6475575, ' odd': -1.5162271, ' 0': -1.5511525, ' even': -1.1705077}
{' even': -0.2479676, ' odd': -2.9041095, ' 0': -3.1201093, ':': -3.5835102, ' left': -3.9450347}
{' Odd': -4.057849, ' ': -5.6001024, ':': -4.5294704, ' odd': -0.11845034, ' even': -2.7862368}
{':': -5.236667, ' Even': -5.690247, ' 4': -5.8823533, ' 0': -4.9070134, ' even': -0.036569294}
{' odd': -0.19676828, ' even': -2.0045276, ' Odd': -3.763797, ' 1': -5.160478, ' 0': -5.3218107}
{':': -4.8663096, ' Even': -5.297092, ' odd': -4.369742, ' 0': -5.0240245, ' even': -0.044115722}
{' Odd': -4.1194015, ' ': -5.471342, ' odd': -0.71726334, ' neither': -5.30626, ' even': -0.74762654}
{' even': -0.07015627, ':': -3.463708, ' Even': -3.810772, ' an': -5.802214, ' ': -6.0669246}
{' Odd': -3.7096994, ':': -6.3029647, ' an': -6.9733324, ' odd': -0.06509876, ' even': -3.446927}
{':': -1.9573952, ' 1': -2.4541183, ' odd': -1.7412554, ' 0': -1.7202334, ' even': -1.562266}
{' even': -0.77264285, ' 0': -1.2890376, ' odd': -2.494897, ' 1': -2.993675, ':': -3.56408}
{' odd': -0.025543867, ' Odd': -4.0945687, ' even': -5.779366, ' 1': -6.5600505, ' ': -7.4155917}
{' even': -0.0745283, ' ': -3.7646518, ':': -4.136126, ' 0': -5.0345464, '\n': -5.5492334}
{' odd': -0.26096615, ' 1': -2.370673, ' even': -2.531909, ' Odd': -3.7272966, ' 0': -3.865107}
{':': -4.3759766, ' Even': -3.6322682, ' EVEN': -4.9374185, ' odd': -3.8265758, ' even': -0.0945353}
{' odd': -0.08175709, ' even': -4.106481, ' Odd': -4.1924214, ':': -4.6938624, ' ': -4.696157}
{' even': -0.06748199, ':': -4.117693, ' Even': -4.4990907, ' odd': -4.599266, ' 0': -5.2747974}
{' odd': -0.16410679, ' even': -2.6975064, ' Odd': -3.522403, ' left': -4.8932457, ':': -4.948388}
{':': -3.7436113, ' 1': -2.919873, ' odd': -1.2245522, ' 0': -2.7475708, ' even': -0.75781244}
{' even': -0.06707167, ' 0': -4.157887, ' odd': -4.287849, ' 1': -4.858355, ':': -5.0717483}
{' odd': -0.026778685, ' Odd': -4.7366614, ' even': -5.3213, ' 1': -5.7655354, ' 0': -6.2000103}
{' Odd': -4.291055, ' Even': -3.9091215, ' odd': -1.9949956, ' 0': -3.317985, ' even': -0.30705497}
{' odd': -0.09558736, ' Odd': -3.3708384, ' even': -3.8703399, ':': -4.4174237, ' <': -5.1382356}
{'\n': -4.8881655, ':': -4.4729404, ' Even': -3.9706476, ' 0': -4.324935, ' even': -0.08146949}
{' Odd': -4.972738, ' ': -5.336627, ' odd': -0.3705113, ' neither': -5.6874833, ' even': -1.2759286}
{' even': -0.1919724, ' 0': -2.3141067, ':': -3.9597144, ' odd': -4.085255, ' Even': -4.998626}
{' odd': -0.09517925, ' even': -2.90359, ' Odd': -3.7315457, ':': -5.5735035, ' 0': -6.7685957}
{' odd': -1.1790409, ' even': -1.4204521, ' 1': -2.0378542, ' 0': -2.2620115, ':': -2.7526503}
{' left': -3.3997083, ' Even': -4.182691, ' odd': -2.711656, ' 0': -4.22578, ' even': -0.20548974}
{' odd': -0.061673746, ' Odd': -3.6919293, ' even': -4.019733, ' 1': -5.84471, ':': -6.329728}
{' even': -0.13714677, ' 0': -3.0215566, ':': -3.8820503, ' zero': -4.7892404, ' ': -4.8986716}
{' Odd': -4.271287, ' 1': -2.5143645, ' odd': -0.37076217, ' 0': -3.2198482, ' even': -1.8871682}
{'\n': -6.1085587, ' ': -5.7790904, ':': -4.8361993, ' Even': -4.514998, ' even': -0.036104105}
{' Odd': -4.655045, ':': -3.6137953, ' odd': -0.47000638, ' 0': -3.5975163, ' even': -1.3490717}
{' ': -5.898631, ':': -5.554117, ' Even': -5.7031865, ' odd': -5.3040595, ' even': -0.025630452}
{' odd': -0.069371946, ' Odd': -3.389233, ' even': -4.010431, ':': -5.609545, ' ': -5.924922}
{' even': -0.78011996, ' odd': -0.80719954, ':': -4.13686, ' Odd': -4.2778745, ' 1': -4.504916}
{':': -4.314654, ' Even': -3.9050066, ' EVEN': -5.5146446, ' odd': -4.497489, ' even': -0.071525946}
{' Odd': -3.9860992, ' 1': -4.6385674, ' odd': -0.06497822, ' 0': -5.1181874, ' even': -4.3702145}
{' ': -6.226144, ':': -5.534981, ' Even': -5.626411, ' odd': -5.7583966, ' even': -0.017869849}
{' Odd': -3.3228657, ' 1': -4.033869, ' odd': -0.7274393, ' 0': -3.3710778, ' even': -0.97722083}
{':': -4.2308493, ' Even': -4.8323755, ' odd': -4.218103, ' 0': -5.0732913, ' even': -0.0813393}
{' odd': -0.30388695, ' even': -1.49793, ' Odd': -3.9190524, ':': -5.754423, ' neither': -5.9497886}
{':': -5.5157175, ' Even': -5.024578, ' odd': -5.727421, ' 0': -4.1692014, ' even': -0.046754066}
{' Odd': -3.7556782, ':': -5.681128, ' 1': -5.7055144, ' odd': -0.0975608, ' even': -2.9677753}
{' 0': -1.2165761, ' even': -1.5305219, ' odd': -1.6556696, ' 1': -1.936134, ':': -2.971495}
{' even': -0.2293416, ' odd': -2.9288006, ':': -3.284564, ' Even': -3.5416918, ' 0': -4.133108}
{' Odd': -4.203162, ' not': -3.9779708, ' odd': -0.2977839, ' 0': -4.64351, ' even': -2.09587}
{':': -3.958518, ' Even': -4.73027, ' odd': -3.4526536, ' 0': -3.0863054, ' even': -0.16539173}
{' odd': -0.24166381, ' even': -1.9354866, ' Odd': -3.1517925, ':': -5.43299, ' an': -5.6432285}
{':': -5.9915853, ' Even': -5.959267, ' odd': -4.725341, ' 0': -4.98524, ' even': -0.029643381}
{' Odd': -4.8041444, ' ': -4.36801, ':': -4.251304, ' odd': -1.3572556, ' even': -0.40685245}
{':': -3.9496446, ' Even': -4.512657, ' odd': -3.3218615, ' 0': -5.324489, ' even': -0.10104219}
{' Odd': -5.380124, ' ': -7.491626, ':': -7.5391054, ' odd': -0.051255826, ' even': -3.1663775}
{' 0': -0.9058884, ' even': -1.501148, ' odd': -1.7746322, ' 1': -2.24728, ' zero': -4.0518565}
{' even': -0.078201905, ' 0': -2.8318255, ' Even': -5.687707, ':': -5.9888763, ' zero': -6.3214326}
{' Odd': -5.0209203, ':': -6.92885, ' "': -6.86407, ' odd': -0.018631544, ' even': -5.416188}
{':': -3.9027793, ' Even': -4.594927, ' odd': -4.8984904, ' 0': -5.023793, ' even': -0.07937035}
{' Odd': -4.3205385, ' ': -5.2505913, ':': -5.409355, ' 1': -5.7551317, ' odd': -0.039114468}
{':': -5.4024463, ' Even': -5.8191257, ' odd': -4.436623, ' 0': -5.3298535, ' even': -0.03248283}
{' odd': -0.11705644, ' even': -3.3795447, ' Odd': -3.561644, ' ': -4.795913, ':': -4.8074603}
{' ': -6.3656807, ':': -5.4771934, ' an': -6.83557, ' Even': -5.4250484, ' even': -0.015970035}
{' odd': -0.4661063, ' even': -2.0460155, ' 0': -2.377199, ' 1': -2.6016815, ' Odd': -3.5274913}
{':': -2.4414952, ' 1': -1.9173893, ' odd': -1.3939375, ' 0': -2.5504067, ' even': -1.2370418}
{' Even': -4.878672, ' EVEN': -5.2131486, ' odd': -5.2109246, ' 0': -4.1978736, ' even': -0.0550583}
{' Odd': -3.6937754, ':': -3.7242234, ' 1': -4.600863, ' odd': -0.23953, ' even': -2.2667127}
{' even': -0.035688676, ' 0': -4.2915225, ' odd': -5.0249476, ':': -5.648042, ' Even': -6.341186}
{' Odd': -5.0570374, ' ': -7.6323843, ' 1': -5.97372, ' odd': -0.13318959, ' even': -2.1888957}
{' even': -0.056247305, ' odd': -4.0622454, ' 0': -4.7242327, ':': -4.867439, ' Even': -5.20622}
{' Odd': -3.9118366, ' ': -4.1529827, ':': -4.537594, ' odd': -0.089963764, ' even': -4.233368}
{' Odd': -4.9602566, ':': -3.9657936, ' Even': -3.4679983, ' odd': -2.4462492, ' even': -0.19726664}
{'\n': -5.2348895, ' Odd': -4.529532, ' 1': -5.855359, ' odd': -0.14626768, ' even': -2.2400758}
{' Odd': -4.05192, ':': -4.05735, ' 1': -3.9589407, ' odd': -0.5595533, ' even': -1.2052413}
{' even': -0.04474664, ' Even': -4.368411, ':': -4.806963, ' 0': -5.0662537, ' EVEN': -5.7442927}
{' Odd': -2.6483889, ':': -2.392624, ' odd': -0.94768226, ' 0': -3.2172277, ' even': -1.8306186}
{':': -5.373569, ' Even': -5.641196, ' odd': -3.8509026, ' 0': -3.8135793, ' even': -0.07294542}
{' Odd': -4.449169, ' 1': -5.160106, ' odd': -0.12958151, ' 0': -4.9188614, ' even': -2.491603}
{':': -4.3252215, ' Even': -4.696532, ' odd': -4.2673664, ' 0': -5.7560124, ' even': -0.053244974}
{' odd': -0.6034076, ' even': -1.0589312, ' Odd': -2.9032836, ' Even': -4.4846244, ':': -4.540014}
{':': -3.30252, ' Even': -4.6747375, ' odd': -4.508125, ' 0': -3.1980782, ' even': -0.13909176}
{' Odd': -3.253365, ':': -4.0060143, ' 1': -4.442193, ' odd': -0.16180581, ' even': -2.9891229}
{':': -3.034741, ' 1': -2.9151673, ' odd': -0.5973724, ' 0': -3.5264742, ' even': -1.421182}
{' even': -0.4434381, ' odd': -2.0515227, ' 0': -2.573794, ':': -3.3568463, ' 1': -4.3036733}
{' Odd': -4.3237247, ':': -6.784992, ' not': -7.5294147, ' odd': -0.025171246, ' even': -5.2115617}
{':': -4.774828, ' Even': -4.6426897, ' odd': -4.5591407, ' 0': -3.2396994, ' even': -0.11423513}
{' Odd': -3.751936, ':': -5.1182413, ' 1': -5.1442366, ' odd': -0.07380126, ' even': -3.7180653}
{' even': -0.19060925, ' odd': -3.1803038, ':': -3.21499, ' Even': -3.647978, '\n': -4.021158}
{' Odd': -3.8483493, ':': -4.0733914, ' odd': -0.7736049, ' 0': -3.7798765, ' even': -0.87665135}
{' an': -4.5881896, ' Even': -4.8905053, ' odd': -3.0815463, ' 0': -4.6819463, ' even': -0.10226215}
{' odd': -0.3044227, ' even': -2.1257117, ' 1': -3.2452357, ' 0': -3.2915335, ' Odd': -3.5628092}
